timestamp,well_id,spm,stroke_length_in,vfd_frequency_hz,fluid_level_m,pump_depth_ft,rod_string_diameter_in,rod_string_length_ft,tubing_size_in,is_synthetic
2026-08-09,BGW-016,5.12,85.0,44.3,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-10,BGW-016,5.85,80.0,48.0,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-11,BGW-016,5.88,90.0,38.8,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-12,BGW-016,5.82,80.0,46.0,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-13,BGW-016,6.02,95.0,38.8,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-14,BGW-016,6.56,105.0,40.2,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-15,BGW-016,5.74,110.0,46.2,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-16,BGW-016,5.57,100.0,42.2,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-17,BGW-016,5.3,95.0,43.8,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-18,BGW-016,5.76,95.0,45.4,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-19,BGW-016,5.69,110.0,39.9,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-20,BGW-016,5.56,115.0,43.4,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-21,BGW-016,5.54,105.0,39.2,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-22,BGW-016,5.82,75.0,42.6,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-23,BGW-016,6.02,70.0,43.9,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-24,BGW-016,6.39,115.0,38.2,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-25,BGW-016,5.51,95.0,41.6,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-26,BGW-016,5.67,115.0,41.5,842.6,3779.5,0.875,3309.1,3.5,True
2026-07-28,BGW-017,4.29,100.0,38.3,840.9,4153.8,0.75,4091.8,2.875,True
2026-07-29,BGW-017,4.03,85.0,38.3,840.9,4153.8,0.75,4091.8,2.875,True
2026-07-30,BGW-017,4.15,100.0,35.4,840.9,4153.8,0.75,4091.8,2.875,True
2026-07-31,BGW-017,3.98,95.0,40.1,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-01,BGW-017,4.13,95.0,40.2,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-02,BGW-017,4.14,115.0,37.7,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-03,BGW-017,3.83,110.0,42.6,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-04,BGW-017,3.51,95.0,47.1,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-05,BGW-017,3.94,110.0,42.3,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-06,BGW-017,3.82,75.0,44.5,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-07,BGW-017,3.84,70.0,42.6,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-08,BGW-017,3.68,85.0,45.4,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-09,BGW-017,4.05,85.0,43.2,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-10,BGW-017,4.19,75.0,43.9,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-11,BGW-017,4.1,95.0,42.2,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-12,BGW-017,4.08,90.0,41.1,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-13,BGW-017,4.15,70.0,42.5,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-14,BGW-017,3.84,115.0,40.3,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-15,BGW-017,3.85,105.0,37.6,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-16,BGW-017,3.81,100.0,39.6,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-17,BGW-017,4.38,70.0,39.5,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-18,BGW-017,3.8,70.0,42.3,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-19,BGW-017,4.5,115.0,40.0,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-20,BGW-017,3.76,70.0,41.1,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-21,BGW-017,4.93,85.0,39.5,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-22,BGW-017,4.0,105.0,37.7,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-23,BGW-017,3.88,80.0,44.0,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-24,BGW-017,4.21,80.0,36.7,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-25,BGW-017,3.51,105.0,45.2,840.9,4153.8,0.75,4091.8,2.875,True
2026-08-26,BGW-017,4.07,90.0,43.0,840.9,4153.8,0.75,4091.8,2.875,True
2026-07-28,BGW-018,4.49,100.0,49.7,791.6,3392.5,1.0,4165.1,2.375,True
2026-07-29,BGW-018,4.96,70.0,39.0,791.6,3392.5,1.0,4165.1,2.375,True
2026-07-30,BGW-018,4.95,110.0,40.3,791.6,3392.5,1.0,4165.1,2.375,True
2026-07-31,BGW-018,5.23,90.0,41.2,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-01,BGW-018,5.72,115.0,38.0,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-02,BGW-018,5.13,110.0,39.2,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-03,BGW-018,5.29,100.0,42.4,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-04,BGW-018,4.98,100.0,40.7,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-05,BGW-018,5.46,115.0,42.0,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-06,BGW-018,5.04,80.0,42.9,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-07,BGW-018,4.85,85.0,43.1,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-08,BGW-018,4.87,115.0,42.1,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-09,BGW-018,5.6,105.0,43.5,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-10,BGW-018,5.37,80.0,43.0,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-11,BGW-018,4.97,70.0,43.5,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-12,BGW-018,4.31,100.0,42.2,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-13,BGW-018,4.41,90.0,43.3,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-14,BGW-018,5.34,80.0,44.1,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-15,BGW-018,5.08,110.0,36.4,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-16,BGW-018,5.47,80.0,37.6,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-17,BGW-018,4.8,90.0,41.9,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-18,BGW-018,4.97,75.0,44.9,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-19,BGW-018,5.17,95.0,49.2,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-20,BGW-018,4.94,115.0,42.0,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-21,BGW-018,4.65,115.0,39.4,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-22,BGW-018,4.67,75.0,40.5,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-23,BGW-018,4.53,110.0,44.4,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-24,BGW-018,4.84,100.0,37.9,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-25,BGW-018,4.63,95.0,43.1,791.6,3392.5,1.0,4165.1,2.375,True
2026-08-26,BGW-018,4.46,85.0,45.2,791.6,3392.5,1.0,4165.1,2.375,True
2026-07-28,BGW-019,4.86,105.0,42.6,446.8,3748.6,0.75,3339.5,3.5,True
2026-07-29,BGW-019,4.15,110.0,38.9,446.8,3748.6,0.75,3339.5,3.5,True
2026-07-30,BGW-019,5.32,90.0,42.3,446.8,3748.6,0.75,3339.5,3.5,True
2026-07-31,BGW-019,4.62,95.0,39.8,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-01,BGW-019,4.92,70.0,41.7,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-02,BGW-019,5.4,80.0,39.2,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-03,BGW-019,4.98,110.0,39.3,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-04,BGW-019,5.32,100.0,43.2,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-05,BGW-019,4.87,80.0,43.6,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-06,BGW-019,5.02,90.0,42.4,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-07,BGW-019,4.43,90.0,43.3,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-08,BGW-019,5.18,85.0,40.1,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-09,BGW-019,4.79,80.0,39.4,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-10,BGW-019,4.85,80.0,38.8,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-11,BGW-019,4.59,90.0,44.3,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-12,BGW-019,4.28,105.0,36.9,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-13,BGW-019,4.76,80.0,42.4,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-14,BGW-019,5.13,90.0,39.3,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-15,BGW-019,5.04,85.0,43.9,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-16,BGW-019,4.91,70.0,45.0,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-17,BGW-019,4.96,110.0,42.1,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-18,BGW-019,5.07,90.0,47.2,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-19,BGW-019,4.82,85.0,38.0,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-20,BGW-019,4.78,115.0,44.9,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-21,BGW-019,5.06,75.0,36.0,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-22,BGW-019,4.05,100.0,40.4,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-23,BGW-019,4.15,75.0,40.6,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-24,BGW-019,4.64,115.0,46.0,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-25,BGW-019,4.83,100.0,44.4,446.8,3748.6,0.75,3339.5,3.5,True
2026-08-26,BGW-019,4.75,100.0,41.5,446.8,3748.6,0.75,3339.5,3.5,True
2026-07-28,BGW-021,5.11,95.0,43.9,416.9,3679.8,0.875,4060.3,2.375,True
2026-07-29,BGW-021,5.87,105.0,40.5,416.9,3679.8,0.875,4060.3,2.375,True
2026-07-30,BGW-021,5.42,105.0,38.2,416.9,3679.8,0.875,4060.3,2.375,True
2026-07-31,BGW-021,4.94,110.0,41.5,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-01,BGW-021,5.42,95.0,40.4,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-02,BGW-021,5.35,75.0,42.5,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-03,BGW-021,5.8,100.0,38.9,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-04,BGW-021,5.76,95.0,46.4,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-05,BGW-021,5.97,105.0,41.7,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-06,BGW-021,6.2,70.0,38.7,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-07,BGW-021,5.77,105.0,44.3,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-08,BGW-021,5.61,75.0,39.4,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-09,BGW-021,5.53,70.0,41.3,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-10,BGW-021,4.92,110.0,40.5,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-11,BGW-021,5.59,90.0,43.1,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-12,BGW-021,5.35,95.0,42.7,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-13,BGW-021,5.71,100.0,42.9,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-14,BGW-021,5.61,75.0,43.1,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-15,BGW-021,5.94,110.0,41.3,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-16,BGW-021,6.0,95.0,39.1,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-17,BGW-021,4.91,115.0,42.7,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-18,BGW-021,5.42,90.0,45.5,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-19,BGW-021,5.54,100.0,47.5,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-20,BGW-021,5.2,85.0,40.1,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-21,BGW-021,5.71,90.0,40.2,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-22,BGW-021,6.08,110.0,42.7,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-23,BGW-021,5.51,90.0,43.6,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-24,BGW-021,5.93,115.0,40.9,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-25,BGW-021,6.14,85.0,42.4,416.9,3679.8,0.875,4060.3,2.375,True
2026-08-26,BGW-021,5.21,105.0,43.7,416.9,3679.8,0.875,4060.3,2.375,True
2026-07-28,BGW-022,4.61,70.0,38.3,625.7,3648.7,1.0,4284.3,2.875,True
2026-07-29,BGW-022,4.97,80.0,42.8,625.7,3648.7,1.0,4284.3,2.875,True
2026-07-30,BGW-022,4.52,85.0,41.0,625.7,3648.7,1.0,4284.3,2.875,True
2026-07-31,BGW-022,4.72,85.0,41.3,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-01,BGW-022,4.02,95.0,44.5,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-02,BGW-022,4.62,110.0,42.5,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-03,BGW-022,4.52,75.0,44.5,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-04,BGW-022,4.32,100.0,41.8,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-05,BGW-022,4.25,80.0,38.5,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-06,BGW-022,4.18,85.0,42.9,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-07,BGW-022,4.95,115.0,44.0,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-08,BGW-022,4.92,100.0,47.1,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-09,BGW-022,4.11,70.0,36.1,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-10,BGW-022,4.44,100.0,38.0,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-11,BGW-022,4.83,105.0,40.6,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-12,BGW-022,4.57,95.0,38.1,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-13,BGW-022,4.9,105.0,43.1,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-14,BGW-022,4.75,70.0,39.8,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-15,BGW-022,4.77,105.0,46.9,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-16,BGW-022,4.37,90.0,44.7,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-17,BGW-022,3.7,75.0,39.8,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-18,BGW-022,4.35,105.0,42.9,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-19,BGW-022,4.69,100.0,43.5,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-20,BGW-022,4.87,75.0,48.2,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-21,BGW-022,4.3,105.0,45.1,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-22,BGW-022,4.41,90.0,42.4,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-23,BGW-022,4.18,110.0,44.3,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-24,BGW-022,4.69,70.0,46.5,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-25,BGW-022,3.94,70.0,42.1,625.7,3648.7,1.0,4284.3,2.875,True
2026-08-26,BGW-022,4.24,90.0,45.3,625.7,3648.7,1.0,4284.3,2.875,True
2026-07-28,BGW-025,5.03,105.0,40.3,813.4,3610.6,0.75,4415.8,3.5,True
2026-07-29,BGW-025,4.31,75.0,42.5,813.4,3610.6,0.75,4415.8,3.5,True
2026-07-30,BGW-025,5.17,105.0,42.6,813.4,3610.6,0.75,4415.8,3.5,True
2026-07-31,BGW-025,4.82,80.0,47.9,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-01,BGW-025,5.16,105.0,44.1,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-02,BGW-025,4.65,85.0,43.6,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-03,BGW-025,4.34,110.0,35.9,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-04,BGW-025,4.79,105.0,46.9,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-05,BGW-025,4.67,80.0,42.0,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-06,BGW-025,4.71,80.0,44.0,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-07,BGW-025,4.41,80.0,41.3,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-08,BGW-025,4.45,105.0,44.3,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-09,BGW-025,4.81,115.0,44.9,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-10,BGW-025,5.36,105.0,41.5,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-11,BGW-025,4.85,115.0,47.4,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-12,BGW-025,4.82,75.0,46.0,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-13,BGW-025,4.98,105.0,41.6,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-14,BGW-025,4.71,95.0,46.2,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-15,BGW-025,5.44,110.0,40.9,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-16,BGW-025,4.46,115.0,41.8,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-17,BGW-025,4.31,110.0,43.9,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-18,BGW-025,4.82,105.0,37.5,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-19,BGW-025,4.27,105.0,47.1,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-20,BGW-025,4.4,90.0,48.2,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-21,BGW-025,4.55,90.0,41.1,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-22,BGW-025,4.57,75.0,40.7,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-23,BGW-025,4.71,90.0,36.5,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-24,BGW-025,5.08,85.0,45.0,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-25,BGW-025,4.86,85.0,42.1,813.4,3610.6,0.75,4415.8,3.5,True
2026-08-26,BGW-025,4.4,90.0,37.1,813.4,3610.6,0.75,4415.8,3.5,True
2026-07-28,BGW-026,5.32,100.0,43.2,749.3,3999.4,1.0,4269.3,3.5,True
2026-07-29,BGW-026,5.23,75.0,42.6,749.3,3999.4,1.0,4269.3,3.5,True
2026-07-30,BGW-026,5.37,85.0,43.2,749.3,3999.4,1.0,4269.3,3.5,True
2026-07-31,BGW-026,5.23,100.0,41.3,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-01,BGW-026,5.54,115.0,46.8,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-02,BGW-026,5.39,90.0,42.7,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-03,BGW-026,5.54,80.0,44.5,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-04,BGW-026,5.32,110.0,42.3,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-05,BGW-026,4.86,110.0,39.8,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-06,BGW-026,5.2,95.0,45.7,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-07,BGW-026,5.22,90.0,43.0,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-08,BGW-026,5.21,85.0,38.2,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-09,BGW-026,5.33,105.0,45.8,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-10,BGW-026,5.19,70.0,37.9,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-11,BGW-026,5.55,105.0,41.1,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-12,BGW-026,4.77,100.0,38.4,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-13,BGW-026,5.04,80.0,45.3,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-14,BGW-026,5.6,115.0,43.7,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-15,BGW-026,5.39,85.0,39.5,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-16,BGW-026,5.44,100.0,44.0,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-17,BGW-026,5.33,70.0,42.9,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-18,BGW-026,5.73,95.0,43.2,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-19,BGW-026,5.81,115.0,40.1,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-20,BGW-026,4.88,90.0,45.0,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-21,BGW-026,5.1,110.0,42.0,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-22,BGW-026,5.07,95.0,40.7,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-23,BGW-026,5.43,75.0,43.6,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-24,BGW-026,5.05,80.0,37.1,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-25,BGW-026,5.7,80.0,40.4,749.3,3999.4,1.0,4269.3,3.5,True
2026-08-26,BGW-026,5.44,100.0,43.9,749.3,3999.4,1.0,4269.3,3.5,True
2026-07-28,BGW-028,5.6,85.0,44.5,867.8,3501.0,0.75,4394.9,3.5,True
2026-07-29,BGW-028,6.24,115.0,43.5,867.8,3501.0,0.75,4394.9,3.5,True
2026-07-30,BGW-028,5.9,80.0,39.6,867.8,3501.0,0.75,4394.9,3.5,True
2026-07-31,BGW-028,6.06,110.0,46.1,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-01,BGW-028,5.96,95.0,47.7,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-02,BGW-028,5.67,110.0,42.0,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-03,BGW-028,5.8,85.0,42.5,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-04,BGW-028,6.11,90.0,44.1,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-05,BGW-028,5.79,85.0,42.3,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-06,BGW-028,6.08,75.0,40.2,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-07,BGW-028,5.7,95.0,40.8,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-08,BGW-028,5.13,75.0,38.8,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-09,BGW-028,6.01,95.0,42.4,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-10,BGW-028,5.81,105.0,37.5,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-11,BGW-028,5.71,90.0,39.9,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-12,BGW-028,5.8,110.0,42.3,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-13,BGW-028,6.23,115.0,42.5,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-14,BGW-028,6.51,75.0,40.2,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-15,BGW-028,6.16,70.0,42.8,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-16,BGW-028,5.61,105.0,41.7,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-17,BGW-028,5.49,75.0,42.0,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-18,BGW-028,5.78,90.0,43.7,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-19,BGW-028,5.66,95.0,44.2,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-20,BGW-028,5.95,70.0,41.8,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-21,BGW-028,5.81,85.0,42.8,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-22,BGW-028,5.92,115.0,40.7,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-23,BGW-028,6.04,105.0,39.9,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-24,BGW-028,5.78,105.0,44.0,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-25,BGW-028,5.56,75.0,43.7,867.8,3501.0,0.75,4394.9,3.5,True
2026-08-26,BGW-028,5.94,75.0,49.1,867.8,3501.0,0.75,4394.9,3.5,True
2026-07-28,BGW-029,4.32,100.0,46.3,573.6,4358.3,1.0,4374.2,2.875,True
2026-07-29,BGW-029,3.81,70.0,40.6,573.6,4358.3,1.0,4374.2,2.875,True
2026-07-30,BGW-029,3.74,95.0,42.1,573.6,4358.3,1.0,4374.2,2.875,True
2026-07-31,BGW-029,3.85,70.0,39.2,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-01,BGW-029,4.08,90.0,36.7,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-02,BGW-029,4.14,80.0,43.2,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-03,BGW-029,3.94,80.0,39.3,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-04,BGW-029,4.41,80.0,43.5,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-05,BGW-029,4.4,105.0,36.3,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-06,BGW-029,5.04,80.0,40.0,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-07,BGW-029,4.4,75.0,39.0,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-08,BGW-029,4.5,75.0,38.5,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-09,BGW-029,4.38,110.0,39.2,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-10,BGW-029,4.34,80.0,40.4,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-11,BGW-029,4.82,80.0,43.2,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-12,BGW-029,3.62,105.0,42.8,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-13,BGW-029,3.93,90.0,44.9,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-14,BGW-029,3.76,70.0,42.2,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-15,BGW-029,4.49,95.0,42.4,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-16,BGW-029,3.94,70.0,41.1,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-17,BGW-029,4.08,90.0,44.9,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-18,BGW-029,4.2,115.0,35.0,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-19,BGW-029,4.74,105.0,44.1,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-20,BGW-029,3.92,110.0,43.5,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-21,BGW-029,4.02,80.0,39.7,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-22,BGW-029,3.97,85.0,40.7,573.6,4358.3,1.0,4374.2,2.875,True
