timestamp,well_id,oil_BOPD,water_cut_frac,total_liquid_BLPD,is_synthetic
2026-08-02,BGW-028,17.92,0.231,23.3,True
2026-08-03,BGW-028,11.78,0.231,15.32,True
2026-08-04,BGW-028,19.31,0.231,25.11,True
2026-08-05,BGW-028,5.19,0.231,6.75,True
2026-08-06,BGW-028,8.37,0.231,10.89,True
2026-08-07,BGW-028,7.64,0.231,9.93,True
2026-08-08,BGW-028,9.1,0.231,11.83,True
2026-08-09,BGW-028,20.08,0.231,26.12,True
2026-08-10,BGW-028,14.73,0.231,19.16,True
2026-08-11,BGW-028,11.37,0.231,14.79,True
2026-08-12,BGW-028,7.58,0.231,9.86,True
2026-08-13,BGW-028,4.79,0.231,6.23,True
2026-08-14,BGW-028,5.07,0.231,6.59,True
2026-08-15,BGW-028,10.13,0.231,13.18,True
2026-08-16,BGW-028,16.21,0.231,21.08,True
2026-08-17,BGW-028,18.11,0.231,23.54,True
2026-08-18,BGW-028,9.95,0.231,12.94,True
2026-08-19,BGW-028,11.25,0.231,14.63,True
2026-08-20,BGW-028,8.83,0.231,11.48,True
2026-08-21,BGW-028,8.47,0.231,11.02,True
2026-08-22,BGW-028,17.78,0.231,23.12,True
2026-08-23,BGW-028,11.17,0.231,14.53,True
2026-08-24,BGW-028,9.4,0.231,12.22,True
2026-08-25,BGW-028,17.8,0.231,23.15,True
2026-08-26,BGW-028,11.82,0.231,15.38,True
2026-07-28,BGW-029,13.54,0.168,16.28,True
2026-07-29,BGW-029,17.28,0.168,20.77,True
2026-07-30,BGW-029,12.17,0.168,14.63,True
2026-07-31,BGW-029,16.79,0.168,20.18,True
2026-08-01,BGW-029,6.29,0.168,7.55,True
2026-08-02,BGW-029,14.33,0.168,17.22,True
2026-08-03,BGW-029,8.39,0.168,10.08,True
2026-08-04,BGW-029,15.93,0.168,19.14,True
2026-08-05,BGW-029,6.31,0.168,7.59,True
2026-08-06,BGW-029,21.05,0.168,25.3,True
2026-08-07,BGW-029,8.06,0.168,9.69,True
2026-08-08,BGW-029,8.45,0.168,10.16,True
2026-08-09,BGW-029,17.71,0.168,21.29,True
2026-08-10,BGW-029,13.92,0.168,16.72,True
2026-08-11,BGW-029,16.26,0.168,19.55,True
2026-08-12,BGW-029,10.58,0.168,12.71,True
2026-08-13,BGW-029,8.14,0.168,9.79,True
2026-08-14,BGW-029,6.86,0.168,8.24,True
2026-08-15,BGW-029,20.68,0.168,24.86,True
2026-08-16,BGW-029,15.5,0.168,18.63,True
2026-08-17,BGW-029,6.97,0.168,8.38,True
2026-08-18,BGW-029,15.36,0.168,18.46,True
2026-08-19,BGW-029,17.44,0.168,20.96,True
2026-08-20,BGW-029,12.46,0.168,14.98,True
2026-08-21,BGW-029,8.91,0.168,10.71,True
2026-08-22,BGW-029,10.43,0.168,12.53,True
2026-08-23,BGW-029,17.73,0.168,21.31,True
2026-08-24,BGW-029,19.12,0.168,22.98,True
2026-08-25,BGW-029,17.12,0.168,20.58,True
2026-08-26,BGW-029,10.44,0.168,12.54,True
2026-07-28,BGW-030,22.16,0.223,28.51,True
2026-07-29,BGW-030,18.77,0.223,24.16,True
2026-07-30,BGW-030,10.46,0.223,13.46,True
2026-07-31,BGW-030,8.1,0.223,10.42,True
2026-08-01,BGW-030,21.53,0.223,27.71,True
2026-08-02,BGW-030,15.52,0.223,19.97,True
2026-08-03,BGW-030,14.15,0.223,18.22,True
2026-08-04,BGW-030,15.19,0.223,19.55,True
2026-08-05,BGW-030,8.0,0.223,10.29,True
2026-08-06,BGW-030,21.86,0.223,28.13,True
2026-08-07,BGW-030,8.81,0.223,11.34,True
2026-08-08,BGW-030,12.8,0.223,16.47,True
2026-08-09,BGW-030,21.17,0.223,27.24,True
2026-08-10,BGW-030,14.84,0.223,19.1,True
2026-08-11,BGW-030,21.66,0.223,27.88,True
2026-08-12,BGW-030,9.03,0.223,11.62,True
2026-08-13,BGW-030,17.9,0.223,23.04,True
2026-08-14,BGW-030,15.48,0.223,19.93,True
2026-08-15,BGW-030,9.62,0.223,12.38,True
2026-08-16,BGW-030,21.57,0.223,27.76,True
2026-08-17,BGW-030,7.69,0.223,9.9,True
2026-08-18,BGW-030,10.96,0.223,14.1,True
2026-08-19,BGW-030,12.65,0.223,16.27,True
2026-08-20,BGW-030,16.31,0.223,20.99,True
2026-08-21,BGW-030,23.18,0.223,29.83,True
2026-08-22,BGW-030,9.66,0.223,12.43,True
2026-08-23,BGW-030,20.18,0.223,25.97,True
2026-08-24,BGW-030,8.98,0.223,11.56,True
2026-08-25,BGW-030,8.51,0.223,10.95,True
2026-08-26,BGW-030,8.21,0.223,10.56,True
2026-07-28,BGW-031,17.21,0.132,19.83,True
2026-07-29,BGW-031,4.96,0.132,5.71,True
2026-07-30,BGW-031,12.03,0.132,13.86,True
2026-07-31,BGW-031,11.95,0.132,13.77,True
2026-08-01,BGW-031,14.47,0.132,16.67,True
2026-08-02,BGW-031,8.77,0.132,10.1,True
2026-08-03,BGW-031,14.41,0.132,16.6,True
2026-08-04,BGW-031,11.19,0.132,12.89,True
2026-08-05,BGW-031,15.9,0.132,18.32,True
2026-08-06,BGW-031,17.56,0.132,20.23,True
2026-08-07,BGW-031,12.52,0.132,14.42,True
2026-08-08,BGW-031,16.49,0.132,19.0,True
2026-08-09,BGW-031,18.72,0.132,21.57,True
2026-08-10,BGW-031,19.03,0.132,21.92,True
2026-08-11,BGW-031,17.98,0.132,20.71,True
2026-08-12,BGW-031,10.98,0.132,12.65,True
2026-08-13,BGW-031,11.83,0.132,13.63,True
2026-08-14,BGW-031,13.25,0.132,15.27,True
2026-08-15,BGW-031,19.06,0.132,21.96,True
2026-08-16,BGW-031,14.86,0.132,17.13,True
2026-08-17,BGW-031,10.7,0.132,12.33,True
2026-08-18,BGW-031,18.58,0.132,21.41,True
2026-08-19,BGW-031,18.95,0.132,21.83,True
2026-08-20,BGW-031,15.37,0.132,17.71,True
2026-08-21,BGW-031,8.4,0.132,9.68,True
2026-08-22,BGW-031,15.39,0.132,17.73,True
2026-08-23,BGW-031,9.62,0.132,11.09,True
2026-08-24,BGW-031,12.33,0.132,14.2,True
2026-08-25,BGW-031,13.49,0.132,15.54,True
2026-08-26,BGW-031,16.79,0.132,19.34,True
2026-07-28,BGW-032,10.23,0.261,13.84,True
2026-07-29,BGW-032,17.91,0.261,24.24,True
2026-07-30,BGW-032,14.44,0.261,19.54,True
2026-07-31,BGW-032,17.95,0.261,24.3,True
2026-08-01,BGW-032,16.38,0.261,22.16,True
2026-08-02,BGW-032,17.72,0.261,23.98,True
2026-08-03,BGW-032,21.95,0.261,29.7,True
2026-08-04,BGW-032,12.81,0.261,17.34,True
2026-08-05,BGW-032,20.37,0.261,27.57,True
2026-08-06,BGW-032,9.3,0.261,12.59,True
2026-08-07,BGW-032,10.31,0.261,13.95,True
2026-08-08,BGW-032,13.81,0.261,18.69,True
2026-08-09,BGW-032,22.27,0.261,30.14,True
2026-08-10,BGW-032,21.05,0.261,28.49,True
2026-08-11,BGW-032,15.66,0.261,21.19,True
2026-08-12,BGW-032,20.59,0.261,27.87,True
2026-08-13,BGW-032,21.57,0.261,29.18,True
2026-08-14,BGW-032,6.13,0.261,8.3,True
2026-08-15,BGW-032,18.61,0.261,25.18,True
2026-08-16,BGW-032,16.67,0.261,22.55,True
2026-08-17,BGW-032,13.84,0.261,18.73,True
2026-08-18,BGW-032,9.5,0.261,12.85,True
2026-08-19,BGW-032,6.82,0.261,9.22,True
2026-08-20,BGW-032,6.21,0.261,8.41,True
2026-08-21,BGW-032,16.65,0.261,22.53,True
2026-08-22,BGW-032,20.29,0.261,27.45,True
2026-08-23,BGW-032,9.7,0.261,13.13,True
2026-08-24,BGW-032,17.34,0.261,23.47,True
2026-08-25,BGW-032,13.35,0.261,18.07,True
2026-08-26,BGW-032,15.73,0.261,21.28,True
2026-07-28,BGW-034,8.97,0.126,10.27,True
2026-07-29,BGW-034,11.49,0.126,13.14,True
2026-07-30,BGW-034,13.07,0.126,14.95,True
2026-07-31,BGW-034,9.97,0.126,11.41,True
2026-08-01,BGW-034,11.12,0.126,12.72,True
2026-08-02,BGW-034,4.5,0.126,5.14,True
2026-08-03,BGW-034,11.02,0.126,12.61,True
2026-08-04,BGW-034,13.36,0.126,15.29,True
2026-08-05,BGW-034,7.8,0.126,8.92,True
2026-08-06,BGW-034,7.65,0.126,8.75,True
2026-08-07,BGW-034,10.41,0.126,11.91,True
2026-08-08,BGW-034,4.1,0.126,4.69,True
2026-08-09,BGW-034,4.29,0.126,4.9,True
2026-08-10,BGW-034,6.69,0.126,7.65,True
2026-08-11,BGW-034,13.24,0.126,15.15,True
2026-08-12,BGW-034,9.99,0.126,11.43,True
2026-08-13,BGW-034,10.11,0.126,11.57,True
2026-08-14,BGW-034,3.61,0.126,4.13,True
2026-08-15,BGW-034,3.87,0.126,4.43,True
2026-08-16,BGW-034,13.14,0.126,15.03,True
2026-08-17,BGW-034,4.33,0.126,4.95,True
2026-08-18,BGW-034,8.87,0.126,10.15,True
2026-08-19,BGW-034,6.46,0.126,7.39,True
2026-08-20,BGW-034,10.82,0.126,12.38,True
2026-08-21,BGW-034,12.0,0.126,13.73,True
2026-08-22,BGW-034,12.52,0.126,14.33,True
2026-08-23,BGW-034,12.47,0.126,14.27,True
2026-08-24,BGW-034,4.47,0.126,5.11,True
2026-08-25,BGW-034,5.93,0.126,6.78,True
2026-08-26,BGW-034,4.21,0.126,4.81,True
2026-07-28,BGW-035,11.41,0.185,14.0,True
2026-07-29,BGW-035,18.03,0.185,22.13,True
2026-07-30,BGW-035,11.63,0.185,14.27,True
2026-07-31,BGW-035,6.0,0.185,7.36,True
2026-08-01,BGW-035,15.36,0.185,18.85,True
2026-08-02,BGW-035,9.07,0.185,11.12,True
2026-08-03,BGW-035,13.91,0.185,17.07,True
2026-08-04,BGW-035,20.71,0.185,25.41,True
2026-08-05,BGW-035,7.83,0.185,9.61,True
2026-08-06,BGW-035,12.39,0.185,15.2,True
2026-08-07,BGW-035,9.92,0.185,12.17,True
2026-08-08,BGW-035,13.61,0.185,16.7,True
2026-08-09,BGW-035,20.8,0.185,25.52,True
2026-08-10,BGW-035,8.62,0.185,10.58,True
2026-08-11,BGW-035,5.73,0.185,7.03,True
2026-08-12,BGW-035,6.4,0.185,7.86,True
2026-08-13,BGW-035,7.54,0.185,9.25,True
2026-08-14,BGW-035,6.62,0.185,8.12,True
2026-08-15,BGW-035,20.02,0.185,24.56,True
2026-08-16,BGW-035,5.91,0.185,7.25,True
2026-08-17,BGW-035,10.68,0.185,13.1,True
2026-08-18,BGW-035,20.72,0.185,25.42,True
2026-08-19,BGW-035,12.77,0.185,15.67,True
2026-08-20,BGW-035,5.21,0.185,6.39,True
2026-08-21,BGW-035,6.79,0.185,8.33,True
2026-08-22,BGW-035,14.44,0.185,17.71,True
2026-08-23,BGW-035,11.77,0.185,14.44,True
2026-08-24,BGW-035,9.52,0.185,11.68,True
2026-08-25,BGW-035,17.96,0.185,22.04,True
2026-08-26,BGW-035,9.89,0.185,12.14,True
2026-07-28,BGW-036,4.58,0.096,5.07,True
2026-07-29,BGW-036,3.4,0.096,3.77,True
2026-07-30,BGW-036,3.48,0.096,3.85,True
2026-07-31,BGW-036,9.13,0.096,10.1,True
2026-08-01,BGW-036,9.53,0.096,10.54,True
2026-08-02,BGW-036,14.17,0.096,15.67,True
2026-08-03,BGW-036,5.11,0.096,5.65,True
2026-08-04,BGW-036,4.38,0.096,4.85,True
2026-08-05,BGW-036,6.66,0.096,7.37,True
2026-08-06,BGW-036,14.79,0.096,16.36,True
2026-08-07,BGW-036,7.96,0.096,8.8,True
2026-08-08,BGW-036,4.76,0.096,5.27,True
2026-08-09,BGW-036,3.63,0.096,4.02,True
2026-08-10,BGW-036,10.56,0.096,11.69,True
2026-08-11,BGW-036,13.53,0.096,14.97,True
2026-08-12,BGW-036,10.18,0.096,11.26,True
2026-08-13,BGW-036,13.65,0.096,15.1,True
2026-08-14,BGW-036,4.74,0.096,5.24,True
2026-08-15,BGW-036,10.66,0.096,11.79,True
2026-08-16,BGW-036,13.21,0.096,14.61,True
2026-08-17,BGW-036,8.82,0.096,9.75,True
2026-08-18,BGW-036,4.87,0.096,5.39,True
2026-08-19,BGW-036,13.57,0.096,15.01,True
2026-08-20,BGW-036,14.45,0.096,15.98,True
2026-08-21,BGW-036,6.68,0.096,7.39,True
2026-08-22,BGW-036,10.22,0.096,11.31,True
2026-08-23,BGW-036,5.63,0.096,6.23,True
2026-08-24,BGW-036,8.94,0.096,9.89,True
2026-08-25,BGW-036,10.44,0.096,11.54,True
2026-08-26,BGW-036,3.4,0.096,3.76,True
2026-07-28,BGW-038,6.25,0.086,6.84,True
2026-07-29,BGW-038,13.37,0.086,14.62,True
2026-07-30,BGW-038,21.73,0.086,23.77,True
2026-07-31,BGW-038,14.4,0.086,15.75,True
2026-08-01,BGW-038,18.01,0.086,19.71,True
2026-08-02,BGW-038,10.89,0.086,11.92,True
2026-08-03,BGW-038,20.01,0.086,21.89,True
2026-08-04,BGW-038,10.82,0.086,11.84,True
2026-08-05,BGW-038,18.57,0.086,20.31,True
2026-08-06,BGW-038,18.9,0.086,20.68,True
2026-08-07,BGW-038,5.94,0.086,6.5,True
2026-08-08,BGW-038,10.59,0.086,11.58,True
2026-08-09,BGW-038,25.0,0.086,27.35,True
2026-08-10,BGW-038,9.75,0.086,10.67,True
2026-08-11,BGW-038,6.63,0.086,7.25,True
2026-08-12,BGW-038,15.54,0.086,17.01,True
2026-08-13,BGW-038,25.0,0.086,27.35,True
2026-08-14,BGW-038,24.49,0.086,26.79,True
2026-08-15,BGW-038,19.38,0.086,21.21,True
2026-08-16,BGW-038,18.11,0.086,19.81,True
2026-08-17,BGW-038,6.76,0.086,7.4,True
2026-08-18,BGW-038,15.97,0.086,17.47,True
2026-08-19,BGW-038,9.89,0.086,10.82,True
2026-08-20,BGW-038,7.77,0.086,8.5,True
2026-08-21,BGW-038,8.8,0.086,9.63,True
2026-08-22,BGW-038,8.52,0.086,9.32,True
2026-08-23,BGW-038,8.36,0.086,9.15,True
2026-08-24,BGW-038,15.57,0.086,17.04,True
2026-08-25,BGW-038,20.65,0.086,22.6,True
2026-08-26,BGW-038,17.16,0.086,18.78,True
2026-07-28,BGW-039,9.65,0.205,12.14,True
2026-07-29,BGW-039,6.87,0.205,8.65,True
2026-07-30,BGW-039,8.25,0.205,10.37,True
2026-07-31,BGW-039,7.24,0.205,9.1,True
2026-08-01,BGW-039,11.66,0.205,14.67,True
2026-08-02,BGW-039,3.69,0.205,4.65,True
2026-08-03,BGW-039,5.41,0.205,6.81,True
2026-08-04,BGW-039,4.45,0.205,5.6,True
2026-08-05,BGW-039,7.34,0.205,9.23,True
2026-08-06,BGW-039,4.33,0.205,5.45,True
2026-08-07,BGW-039,10.24,0.205,12.88,True
2026-08-08,BGW-039,3.38,0.205,4.25,True
2026-08-09,BGW-039,7.5,0.205,9.43,True
2026-08-10,BGW-039,8.09,0.205,10.17,True
2026-08-11,BGW-039,3.72,0.205,4.68,True
2026-08-12,BGW-039,5.79,0.205,7.28,True
2026-08-13,BGW-039,7.27,0.205,9.14,True
2026-08-14,BGW-039,2.99,0.205,3.76,True
2026-08-15,BGW-039,6.36,0.205,8.0,True
2026-08-16,BGW-039,5.99,0.205,7.54,True
2026-08-17,BGW-039,6.25,0.205,7.86,True
2026-08-18,BGW-039,6.0,0.205,7.55,True
2026-08-19,BGW-039,8.28,0.205,10.41,True
2026-08-20,BGW-039,4.88,0.205,6.14,True
2026-08-21,BGW-039,4.4,0.205,5.53,True
2026-08-22,BGW-039,12.1,0.205,15.23,True
2026-08-23,BGW-039,12.13,0.205,15.25,True
2026-08-24,BGW-039,8.12,0.205,10.21,True
2026-08-25,BGW-039,11.8,0.205,14.84,True
2026-08-26,BGW-039,7.94,0.205,9.98,True
2026-07-28,BGW-040,17.8,0.219,22.79,True
2026-07-29,BGW-040,24.03,0.219,30.76,True
2026-07-30,BGW-040,7.73,0.219,9.9,True
2026-07-31,BGW-040,24.59,0.219,31.49,True
2026-08-01,BGW-040,21.5,0.219,27.53,True
2026-08-02,BGW-040,10.66,0.219,13.65,True
2026-08-03,BGW-040,9.48,0.219,12.13,True
2026-08-04,BGW-040,9.45,0.219,12.1,True
2026-08-05,BGW-040,9.69,0.219,12.41,True
2026-08-06,BGW-040,11.96,0.219,15.32,True
2026-08-07,BGW-040,25.0,0.219,32.01,True
2026-08-08,BGW-040,25.0,0.219,32.01,True
2026-08-09,BGW-040,8.21,0.219,10.51,True
2026-08-10,BGW-040,10.47,0.219,13.41,True
2026-08-11,BGW-040,15.89,0.219,20.35,True
2026-08-12,BGW-040,6.94,0.219,8.89,True
2026-08-13,BGW-040,25.0,0.219,32.01,True
2026-08-14,BGW-040,25.0,0.219,32.01,True
2026-08-15,BGW-040,14.33,0.219,18.35,True
2026-08-16,BGW-040,14.77,0.219,18.91,True
2026-08-17,BGW-040,25.0,0.219,32.01,True
2026-08-18,BGW-040,12.69,0.219,16.24,True
2026-08-19,BGW-040,15.92,0.219,20.39,True
2026-08-20,BGW-040,9.11,0.219,11.67,True
2026-08-21,BGW-040,10.71,0.219,13.71,True
2026-08-22,BGW-040,20.69,0.219,26.49,True
2026-08-23,BGW-040,20.75,0.219,26.57,True
2026-08-24,BGW-040,23.76,0.219,30.42,True
2026-08-25,BGW-040,9.28,0.219,11.88,True
2026-08-26,BGW-040,21.21,0.219,27.15,True
2026-07-28,BGW-043,6.66,0.117,7.55,True
2026-07-29,BGW-043,18.08,0.117,20.47,True
2026-07-30,BGW-043,14.24,0.117,16.13,True
2026-07-31,BGW-043,14.66,0.117,16.61,True
2026-08-01,BGW-043,21.27,0.117,24.09,True
2026-08-02,BGW-043,15.44,0.117,17.49,True
2026-08-03,BGW-043,11.17,0.117,12.65,True
2026-08-04,BGW-043,19.32,0.117,21.88,True
2026-08-05,BGW-043,19.69,0.117,22.3,True
2026-08-06,BGW-043,15.24,0.117,17.25,True
2026-08-07,BGW-043,9.97,0.117,11.29,True
2026-08-08,BGW-043,22.04,0.117,24.96,True
2026-08-09,BGW-043,13.04,0.117,14.77,True
2026-08-10,BGW-043,6.33,0.117,7.17,True
2026-08-11,BGW-043,17.04,0.117,19.3,True
2026-08-12,BGW-043,14.04,0.117,15.91,True
2026-08-13,BGW-043,12.68,0.117,14.36,True
2026-08-14,BGW-043,6.69,0.117,7.57,True
2026-08-15,BGW-043,22.23,0.117,25.18,True
2026-08-16,BGW-043,21.07,0.117,23.86,True
2026-08-17,BGW-043,13.12,0.117,14.86,True
2026-08-18,BGW-043,10.82,0.117,12.25,True
2026-08-19,BGW-043,23.62,0.117,26.75,True
2026-08-20,BGW-043,6.1,0.117,6.91,True
2026-08-21,BGW-043,24.67,0.117,27.94,True
2026-08-22,BGW-043,10.26,0.117,11.61,True
2026-08-23,BGW-043,18.52,0.117,20.97,True
2026-08-24,BGW-043,20.0,0.117,22.65,True
2026-08-25,BGW-043,24.06,0.117,27.25,True
2026-08-26,BGW-043,8.89,0.117,10.06,True
2026-07-28,BGW-045,3.78,0.197,4.7,True
2026-07-29,BGW-045,2.6,0.197,3.23,True
2026-07-30,BGW-045,7.12,0.197,8.87,True
2026-07-31,BGW-045,9.18,0.197,11.43,True
2026-08-01,BGW-045,8.56,0.197,10.66,True
2026-08-02,BGW-045,2.33,0.197,2.9,True
2026-08-03,BGW-045,2.98,0.197,3.71,True
2026-08-04,BGW-045,6.29,0.197,7.83,True
2026-08-05,BGW-045,3.3,0.197,4.11,True
2026-08-06,BGW-045,4.73,0.197,5.89,True
2026-08-07,BGW-045,8.58,0.197,10.69,True
2026-08-08,BGW-045,3.96,0.197,4.93,True
2026-08-09,BGW-045,7.85,0.197,9.77,True
2026-08-10,BGW-045,6.81,0.197,8.48,True
2026-08-11,BGW-045,7.4,0.197,9.21,True
2026-08-12,BGW-045,2.67,0.197,3.33,True
2026-08-13,BGW-045,8.85,0.197,11.02,True
2026-08-14,BGW-045,3.81,0.197,4.74,True
2026-08-15,BGW-045,8.74,0.197,10.88,True
2026-08-16,BGW-045,4.07,0.197,5.06,True
2026-08-17,BGW-045,2.53,0.197,3.16,True
2026-08-18,BGW-045,5.56,0.197,6.92,True
2026-08-19,BGW-045,3.51,0.197,4.38,True
2026-08-20,BGW-045,3.15,0.197,3.92,True
2026-08-21,BGW-045,7.48,0.197,9.32,True
2026-08-22,BGW-045,9.5,0.197,11.83,True
2026-08-23,BGW-045,7.18,0.197,8.94,True
2026-08-24,BGW-045,5.18,0.197,6.45,True
2026-08-25,BGW-045,6.47,0.197,8.06,True
2026-08-26,BGW-045,5.13,0.197,6.38,True
2026-07-28,BGW-046,15.55,0.148,18.25,True
2026-07-29,BGW-046,7.45,0.148,8.74,True
2026-07-30,BGW-046,11.67,0.148,13.7,True
2026-07-31,BGW-046,10.47,0.148,12.29,True
2026-08-01,BGW-046,20.14,0.148,23.64,True
2026-08-02,BGW-046,20.22,0.148,23.73,True
2026-08-03,BGW-046,11.1,0.148,13.03,True
2026-08-04,BGW-046,6.99,0.148,8.2,True
2026-08-05,BGW-046,10.21,0.148,11.98,True
2026-08-06,BGW-046,13.7,0.148,16.07,True
2026-08-07,BGW-046,20.4,0.148,23.94,True
2026-08-08,BGW-046,21.69,0.148,25.46,True
2026-08-09,BGW-046,10.84,0.148,12.72,True
2026-08-10,BGW-046,23.08,0.148,27.09,True
2026-08-11,BGW-046,18.52,0.148,21.74,True
2026-08-12,BGW-046,20.55,0.148,24.12,True
2026-08-13,BGW-046,22.58,0.148,26.5,True
2026-08-14,BGW-046,9.55,0.148,11.2,True
2026-08-15,BGW-046,10.52,0.148,12.35,True
2026-08-16,BGW-046,12.65,0.148,14.85,True
2026-08-17,BGW-046,10.92,0.148,12.81,True
2026-08-18,BGW-046,15.8,0.148,18.54,True
2026-08-19,BGW-046,15.44,0.148,18.12,True
2026-08-20,BGW-046,18.46,0.148,21.67,True
2026-08-21,BGW-046,22.84,0.148,26.8,True
2026-08-22,BGW-046,7.89,0.148,9.26,True
2026-08-23,BGW-046,18.48,0.148,21.69,True
2026-08-24,BGW-046,7.6,0.148,8.92,True
2026-08-25,BGW-046,12.23,0.148,14.35,True
2026-08-26,BGW-046,19.56,0.148,22.95,True
2026-07-28,BGW-047,10.28,0.083,11.21,True
2026-07-29,BGW-047,11.28,0.083,12.3,True
2026-07-30,BGW-047,9.11,0.083,9.93,True
2026-07-31,BGW-047,5.26,0.083,5.73,True
2026-08-01,BGW-047,6.39,0.083,6.97,True
2026-08-02,BGW-047,13.55,0.083,14.78,True
2026-08-03,BGW-047,13.91,0.083,15.17,True
2026-08-04,BGW-047,7.46,0.083,8.13,True
2026-08-05,BGW-047,13.31,0.083,14.52,True
2026-08-06,BGW-047,9.36,0.083,10.21,True
2026-08-07,BGW-047,5.26,0.083,5.74,True
2026-08-08,BGW-047,8.13,0.083,8.87,True
2026-08-09,BGW-047,11.03,0.083,12.03,True
2026-08-10,BGW-047,11.9,0.083,12.97,True
2026-08-11,BGW-047,7.69,0.083,8.38,True
2026-08-12,BGW-047,7.0,0.083,7.63,True
2026-08-13,BGW-047,4.9,0.083,5.35,True
2026-08-14,BGW-047,6.06,0.083,6.61,True
2026-08-15,BGW-047,10.81,0.083,11.79,True
2026-08-16,BGW-047,4.23,0.083,4.62,True
2026-08-17,BGW-047,3.44,0.083,3.75,True
2026-08-18,BGW-047,6.34,0.083,6.91,True
2026-08-19,BGW-047,5.24,0.083,5.71,True
2026-08-20,BGW-047,7.61,0.083,8.3,True
2026-08-21,BGW-047,11.01,0.083,12.01,True
2026-08-22,BGW-047,5.08,0.083,5.54,True
2026-08-23,BGW-047,11.91,0.083,12.98,True
2026-08-24,BGW-047,10.53,0.083,11.48,True
2026-08-25,BGW-047,6.16,0.083,6.72,True
2026-08-26,BGW-047,13.19,0.083,14.39,True
2026-07-28,BGW-051,9.25,0.271,12.68,True
2026-07-29,BGW-051,15.82,0.271,21.71,True
2026-07-30,BGW-051,7.14,0.271,9.79,True
2026-07-31,BGW-051,5.91,0.271,8.1,True
2026-08-01,BGW-051,15.91,0.271,21.83,True
2026-08-02,BGW-051,13.24,0.271,18.17,True
2026-08-03,BGW-051,18.7,0.271,25.66,True
2026-08-04,BGW-051,8.4,0.271,11.53,True
2026-08-05,BGW-051,5.16,0.271,7.08,True
2026-08-06,BGW-051,16.1,0.271,22.09,True
2026-08-07,BGW-051,12.7,0.271,17.42,True
2026-08-08,BGW-051,18.52,0.271,25.41,True
2026-08-09,BGW-051,18.32,0.271,25.13,True
2026-08-10,BGW-051,7.96,0.271,10.91,True
2026-08-11,BGW-051,7.54,0.271,10.34,True
2026-08-12,BGW-051,14.18,0.271,19.45,True
2026-08-13,BGW-051,11.77,0.271,16.14,True
2026-08-14,BGW-051,11.47,0.271,15.73,True
2026-08-15,BGW-051,16.62,0.271,22.8,True
2026-08-16,BGW-051,10.81,0.271,14.83,True
2026-08-17,BGW-051,15.36,0.271,21.08,True
2026-08-18,BGW-051,7.33,0.271,10.06,True
2026-08-19,BGW-051,7.03,0.271,9.64,True
2026-08-20,BGW-051,7.39,0.271,10.14,True
2026-08-21,BGW-051,9.15,0.271,12.55,True
2026-08-22,BGW-051,16.2,0.271,22.22,True
2026-08-23,BGW-051,16.28,0.271,22.33,True
2026-08-24,BGW-051,4.94,0.271,6.78,True
2026-08-25,BGW-051,15.98,0.271,21.92,True
2026-08-26,BGW-051,12.98,0.271,17.81,True
