timestamp,well_id,cycle_num,steam_volume_bbl,injection_pressure_psi,steam_quality_frac,soak_duration_days,reservoir_temperature_C,is_synthetic
2026-08-07,BGW-019,5,900.4,232.6,0.803,12.9,61.7,True
2026-08-08,BGW-019,5,818.9,232.6,0.803,9.4,54.9,True
2026-08-09,BGW-019,5,950.9,232.6,0.803,13.3,58.4,True
2026-08-10,BGW-019,5,762.2,232.6,0.803,11.4,51.5,True
2026-08-11,BGW-019,6,903.9,232.6,0.803,10.8,54.0,True
2026-08-12,BGW-019,6,875.7,232.6,0.803,9.4,65.9,True
2026-08-13,BGW-019,6,932.6,232.6,0.803,15.0,59.1,True
2026-08-14,BGW-019,6,891.5,232.6,0.803,11.2,60.6,True
2026-08-15,BGW-019,6,835.6,232.6,0.803,14.9,60.7,True
2026-08-16,BGW-019,6,819.8,232.6,0.803,13.9,62.2,True
2026-08-17,BGW-019,6,929.3,232.6,0.803,12.8,58.6,True
2026-08-18,BGW-019,7,896.2,232.6,0.803,14.3,58.5,True
2026-08-19,BGW-019,7,813.0,232.6,0.803,15.4,51.1,True
2026-08-20,BGW-019,7,862.9,232.6,0.803,7.6,52.5,True
2026-08-21,BGW-019,7,861.9,232.6,0.803,9.5,61.8,True
2026-08-22,BGW-019,7,879.2,232.6,0.803,12.0,62.8,True
2026-08-23,BGW-019,7,903.7,232.6,0.803,14.1,60.7,True
2026-08-24,BGW-019,7,821.8,232.6,0.803,10.2,64.8,True
2026-08-25,BGW-019,8,896.7,232.6,0.803,12.7,59.9,True
2026-08-26,BGW-019,8,837.8,232.6,0.803,9.6,55.9,True
2026-07-28,BGW-021,4,1040.5,202.7,0.896,13.5,58.3,True
2026-07-29,BGW-021,4,1026.4,202.7,0.896,12.3,62.3,True
2026-07-30,BGW-021,4,986.7,202.7,0.896,7.0,61.9,True
2026-07-31,BGW-021,4,1035.5,202.7,0.896,7.5,64.7,True
2026-08-01,BGW-021,4,1148.3,202.7,0.896,15.9,59.7,True
2026-08-02,BGW-021,4,1154.2,202.7,0.896,10.6,51.5,True
2026-08-03,BGW-021,4,1037.1,202.7,0.896,12.4,54.0,True
2026-08-04,BGW-021,5,1119.3,202.7,0.896,12.1,63.1,True
2026-08-05,BGW-021,5,1105.1,202.7,0.896,12.6,64.3,True
2026-08-06,BGW-021,5,985.5,202.7,0.896,14.1,56.3,True
2026-08-07,BGW-021,5,1045.7,202.7,0.896,12.0,52.1,True
2026-08-08,BGW-021,5,1051.6,202.7,0.896,10.8,61.9,True
2026-08-09,BGW-021,5,1071.2,202.7,0.896,9.5,63.1,True
2026-08-10,BGW-021,5,1092.1,202.7,0.896,10.5,63.9,True
2026-08-11,BGW-021,6,1071.2,202.7,0.896,11.6,54.5,True
2026-08-12,BGW-021,6,1120.2,202.7,0.896,13.4,58.8,True
2026-08-13,BGW-021,6,1119.4,202.7,0.896,12.2,61.1,True
2026-08-14,BGW-021,6,1022.4,202.7,0.896,12.0,52.2,True
2026-08-15,BGW-021,6,1127.3,202.7,0.896,12.5,63.4,True
2026-08-16,BGW-021,6,1073.3,202.7,0.896,11.4,64.2,True
2026-08-17,BGW-021,6,1089.0,202.7,0.896,14.8,64.4,True
2026-08-18,BGW-021,7,1041.4,202.7,0.896,13.8,56.3,True
2026-08-19,BGW-021,7,1033.7,202.7,0.896,12.3,57.4,True
2026-08-20,BGW-021,7,1058.9,202.7,0.896,12.0,51.7,True
2026-08-21,BGW-021,7,1128.3,202.7,0.896,10.1,61.2,True
2026-08-22,BGW-021,7,1068.7,202.7,0.896,10.9,52.0,True
2026-08-23,BGW-021,7,1072.0,202.7,0.896,11.8,59.0,True
2026-08-24,BGW-021,7,1036.7,202.7,0.896,10.5,56.3,True
2026-08-25,BGW-021,8,1036.7,202.7,0.896,13.0,52.8,True
2026-08-26,BGW-021,8,1068.9,202.7,0.896,13.9,57.9,True
2026-07-28,BGW-022,6,991.3,211.5,0.784,12.6,53.1,True
2026-07-29,BGW-022,6,1034.1,211.5,0.784,12.7,55.4,True
2026-07-30,BGW-022,6,1046.5,211.5,0.784,8.1,53.3,True
2026-07-31,BGW-022,6,1036.8,211.5,0.784,11.3,59.0,True
2026-08-01,BGW-022,6,1085.9,211.5,0.784,15.1,67.5,True
2026-08-02,BGW-022,6,1057.3,211.5,0.784,6.0,55.5,True
2026-08-03,BGW-022,6,981.6,211.5,0.784,14.2,67.5,True
2026-08-04,BGW-022,7,1002.3,211.5,0.784,11.0,66.9,True
2026-08-05,BGW-022,7,999.1,211.5,0.784,11.3,57.5,True
2026-08-06,BGW-022,7,1102.7,211.5,0.784,9.0,56.3,True
2026-08-07,BGW-022,7,955.0,211.5,0.784,15.1,57.9,True
2026-08-08,BGW-022,7,1130.1,211.5,0.784,16.6,53.2,True
2026-08-09,BGW-022,7,1071.1,211.5,0.784,13.0,67.4,True
2026-08-10,BGW-022,7,1121.6,211.5,0.784,10.8,66.0,True
2026-08-11,BGW-022,8,1062.2,211.5,0.784,13.0,56.1,True
2026-08-12,BGW-022,8,1021.6,211.5,0.784,18.0,65.8,True
2026-08-13,BGW-022,8,1022.5,211.5,0.784,14.7,62.0,True
2026-08-14,BGW-022,8,1003.8,211.5,0.784,11.9,56.8,True
2026-08-15,BGW-022,8,1169.4,211.5,0.784,13.1,57.4,True
2026-08-16,BGW-022,8,1007.6,211.5,0.784,8.9,54.3,True
2026-08-17,BGW-022,8,1010.3,211.5,0.784,9.3,56.2,True
2026-08-18,BGW-022,9,947.3,211.5,0.784,13.4,67.1,True
2026-08-19,BGW-022,9,1024.1,211.5,0.784,12.7,55.7,True
2026-08-20,BGW-022,9,1025.0,211.5,0.784,10.7,58.3,True
2026-08-21,BGW-022,9,1035.1,211.5,0.784,7.4,62.5,True
2026-08-22,BGW-022,9,1017.7,211.5,0.784,14.5,65.4,True
2026-08-23,BGW-022,9,1144.7,211.5,0.784,8.8,62.8,True
2026-08-24,BGW-022,9,1099.6,211.5,0.784,14.7,62.4,True
2026-08-25,BGW-022,10,1013.3,211.5,0.784,12.0,59.4,True
2026-08-26,BGW-022,10,1001.5,211.5,0.784,12.6,53.7,True
2026-07-28,BGW-025,3,749.9,180.3,0.835,10.9,65.9,True
2026-07-29,BGW-025,3,958.4,180.3,0.835,15.1,67.0,True
2026-07-30,BGW-025,3,920.0,180.3,0.835,10.0,62.9,True
2026-07-31,BGW-025,3,902.0,180.3,0.835,13.1,60.7,True
2026-08-01,BGW-025,3,930.5,180.3,0.835,14.1,62.3,True
2026-08-02,BGW-025,3,1000.6,180.3,0.835,11.9,62.0,True
2026-08-03,BGW-025,3,886.8,180.3,0.835,8.9,66.8,True
2026-08-04,BGW-025,4,855.1,180.3,0.835,12.5,60.9,True
2026-08-05,BGW-025,4,878.0,180.3,0.835,13.2,57.5,True
2026-08-06,BGW-025,4,854.2,180.3,0.835,11.2,68.1,True
2026-08-07,BGW-025,4,881.3,180.3,0.835,9.4,64.5,True
2026-08-08,BGW-025,4,1064.5,180.3,0.835,11.3,67.2,True
2026-08-09,BGW-025,4,876.7,180.3,0.835,12.1,69.1,True
2026-08-10,BGW-025,4,998.4,180.3,0.835,11.6,69.0,True
2026-08-11,BGW-025,5,987.2,180.3,0.835,10.3,57.0,True
2026-08-12,BGW-025,5,904.8,180.3,0.835,12.3,60.9,True
2026-08-13,BGW-025,5,899.9,180.3,0.835,14.6,59.5,True
2026-08-14,BGW-025,5,800.0,180.3,0.835,11.8,65.5,True
2026-08-15,BGW-025,5,847.3,180.3,0.835,12.9,67.4,True
2026-08-16,BGW-025,5,915.2,180.3,0.835,13.7,62.4,True
2026-08-17,BGW-025,5,817.6,180.3,0.835,13.3,67.6,True
2026-08-18,BGW-025,6,922.8,180.3,0.835,9.5,62.4,True
2026-08-19,BGW-025,6,1004.1,180.3,0.835,13.8,56.5,True
2026-08-20,BGW-025,6,1003.1,180.3,0.835,9.5,64.9,True
2026-08-21,BGW-025,6,912.9,180.3,0.835,11.5,61.2,True
2026-08-22,BGW-025,6,884.0,180.3,0.835,11.6,62.8,True
2026-08-23,BGW-025,6,930.2,180.3,0.835,11.3,65.7,True
2026-08-24,BGW-025,6,915.6,180.3,0.835,13.3,56.9,True
2026-08-25,BGW-025,7,855.1,180.3,0.835,12.9,59.2,True
2026-08-26,BGW-025,7,822.8,180.3,0.835,13.0,64.3,True
2026-07-28,BGW-026,4,1189.2,181.0,0.85,8.5,63.8,True
2026-07-29,BGW-026,4,1180.7,181.0,0.85,8.6,62.9,True
2026-07-30,BGW-026,4,1185.5,181.0,0.85,8.7,54.8,True
2026-07-31,BGW-026,4,1219.8,181.0,0.85,10.9,60.9,True
2026-08-01,BGW-026,4,1257.6,181.0,0.85,11.8,61.3,True
2026-08-02,BGW-026,4,1173.1,181.0,0.85,13.9,66.0,True
2026-08-03,BGW-026,4,1254.5,181.0,0.85,6.7,58.1,True
2026-08-04,BGW-026,5,1198.9,181.0,0.85,14.3,62.3,True
2026-08-05,BGW-026,5,1166.7,181.0,0.85,13.2,55.4,True
2026-08-06,BGW-026,5,1025.9,181.0,0.85,10.2,54.5,True
2026-08-07,BGW-026,5,1185.9,181.0,0.85,13.0,56.6,True
2026-08-08,BGW-026,5,1081.9,181.0,0.85,12.5,66.3,True
2026-08-09,BGW-026,5,1192.0,181.0,0.85,8.2,63.4,True
2026-08-10,BGW-026,5,1235.2,181.0,0.85,13.3,57.6,True
2026-08-11,BGW-026,6,1123.0,181.0,0.85,9.1,64.0,True
2026-08-12,BGW-026,6,1132.5,181.0,0.85,14.7,61.9,True
2026-08-13,BGW-026,6,1203.8,181.0,0.85,12.3,59.4,True
2026-08-14,BGW-026,6,1145.4,181.0,0.85,13.7,59.7,True
2026-08-15,BGW-026,6,1295.9,181.0,0.85,12.8,60.8,True
2026-08-16,BGW-026,6,1178.2,181.0,0.85,10.3,64.0,True
2026-08-17,BGW-026,6,1224.4,181.0,0.85,9.3,58.1,True
2026-08-18,BGW-026,7,1183.0,181.0,0.85,12.7,53.9,True
2026-08-19,BGW-026,7,1163.1,181.0,0.85,14.7,53.1,True
2026-08-20,BGW-026,7,1141.2,181.0,0.85,14.3,65.0,True
2026-08-21,BGW-026,7,1175.8,181.0,0.85,12.4,65.3,True
2026-08-22,BGW-026,7,1219.4,181.0,0.85,12.5,59.3,True
2026-08-23,BGW-026,7,1272.8,181.0,0.85,14.5,63.1,True
2026-08-24,BGW-026,7,1106.2,181.0,0.85,10.9,60.3,True
2026-08-25,BGW-026,8,1149.4,181.0,0.85,10.9,63.4,True
2026-08-26,BGW-026,8,1158.6,181.0,0.85,10.5,57.6,True
2026-07-28,BGW-028,2,924.3,254.1,0.862,11.3,60.6,True
2026-07-29,BGW-028,2,918.7,254.1,0.862,10.5,62.7,True
2026-07-30,BGW-028,2,834.5,254.1,0.862,11.8,65.1,True
2026-07-31,BGW-028,2,869.2,254.1,0.862,9.3,69.8,True
2026-08-01,BGW-028,2,937.7,254.1,0.862,12.4,59.2,True
2026-08-02,BGW-028,2,915.4,254.1,0.862,12.6,63.6,True
2026-08-03,BGW-028,2,820.9,254.1,0.862,11.5,57.5,True
2026-08-04,BGW-028,3,827.4,254.1,0.862,11.2,59.4,True
2026-08-05,BGW-028,3,939.8,254.1,0.862,10.0,67.4,True
2026-08-06,BGW-028,3,828.7,254.1,0.862,15.3,68.7,True
2026-08-07,BGW-028,3,924.5,254.1,0.862,10.5,62.9,True
2026-08-08,BGW-028,3,819.6,254.1,0.862,6.9,68.3,True
2026-08-09,BGW-028,3,865.3,254.1,0.862,14.7,62.0,True
2026-08-10,BGW-028,3,901.9,254.1,0.862,10.8,68.8,True
2026-08-11,BGW-028,4,865.3,254.1,0.862,14.3,66.0,True
2026-08-12,BGW-028,4,866.1,254.1,0.862,13.8,56.2,True
2026-08-13,BGW-028,4,791.4,254.1,0.862,12.9,58.4,True
2026-08-14,BGW-028,4,903.8,254.1,0.862,15.9,57.2,True
2026-08-15,BGW-028,4,982.0,254.1,0.862,12.3,68.2,True
2026-08-16,BGW-028,4,861.6,254.1,0.862,11.0,60.5,True
2026-08-17,BGW-028,4,991.6,254.1,0.862,13.3,66.4,True
2026-08-18,BGW-028,5,956.2,254.1,0.862,14.0,57.0,True
2026-08-19,BGW-028,5,977.5,254.1,0.862,16.1,68.8,True
2026-08-20,BGW-028,5,882.0,254.1,0.862,10.7,58.3,True
2026-08-21,BGW-028,5,899.6,254.1,0.862,12.2,65.8,True
2026-08-22,BGW-028,5,855.0,254.1,0.862,12.8,60.7,True
2026-08-23,BGW-028,5,921.6,254.1,0.862,15.8,63.7,True
2026-08-24,BGW-028,5,835.8,254.1,0.862,12.5,65.6,True
2026-08-25,BGW-028,6,862.5,254.1,0.862,12.8,66.0,True
2026-08-26,BGW-028,6,957.4,254.1,0.862,11.2,70.6,True
2026-07-28,BGW-029,7,1243.3,226.3,0.899,13.1,64.0,True
2026-07-29,BGW-029,7,1175.8,226.3,0.899,13.3,55.4,True
2026-07-30,BGW-029,7,1262.9,226.3,0.899,12.8,52.8,True
2026-07-31,BGW-029,7,1262.3,226.3,0.899,10.9,53.8,True
2026-08-01,BGW-029,7,1190.5,226.3,0.899,10.0,64.2,True
2026-08-02,BGW-029,7,1287.6,226.3,0.899,13.4,56.0,True
2026-08-03,BGW-029,7,1209.1,226.3,0.899,12.9,61.6,True
2026-08-04,BGW-029,8,1291.1,226.3,0.899,12.0,55.6,True
2026-08-05,BGW-029,8,1280.3,226.3,0.899,10.6,67.1,True
2026-08-06,BGW-029,8,1279.4,226.3,0.899,12.1,53.0,True
2026-08-07,BGW-029,8,1298.5,226.3,0.899,11.7,54.4,True
2026-08-08,BGW-029,8,1258.7,226.3,0.899,12.5,64.9,True
2026-08-09,BGW-029,8,1280.8,226.3,0.899,10.5,62.1,True
2026-08-10,BGW-029,8,1352.3,226.3,0.899,12.0,61.9,True
2026-08-11,BGW-029,9,1331.6,226.3,0.899,10.4,62.6,True
2026-08-12,BGW-029,9,1219.3,226.3,0.899,10.5,56.7,True
2026-08-13,BGW-029,9,1272.7,226.3,0.899,11.6,52.5,True
2026-08-14,BGW-029,9,1210.2,226.3,0.899,12.6,59.5,True
2026-08-15,BGW-029,9,1213.3,226.3,0.899,14.0,56.8,True
2026-08-16,BGW-029,9,1308.9,226.3,0.899,16.9,54.2,True
2026-08-17,BGW-029,9,1330.5,226.3,0.899,12.2,67.2,True
2026-08-18,BGW-029,10,1218.0,226.3,0.899,11.0,53.4,True
2026-08-19,BGW-029,10,1297.9,226.3,0.899,12.9,59.7,True
2026-08-20,BGW-029,10,1223.5,226.3,0.899,11.1,64.6,True
2026-08-21,BGW-029,10,1166.7,226.3,0.899,11.2,66.2,True
2026-08-22,BGW-029,10,1174.0,226.3,0.899,10.1,60.4,True
2026-08-23,BGW-029,10,1184.8,226.3,0.899,12.6,52.9,True
2026-08-24,BGW-029,10,1202.6,226.3,0.899,9.9,59.8,True
2026-08-25,BGW-029,11,1283.4,226.3,0.899,12.0,61.2,True
2026-08-26,BGW-029,11,1314.2,226.3,0.899,11.3,58.9,True
2026-07-28,BGW-030,4,1186.9,220.2,0.852,13.3,59.0,True
2026-07-29,BGW-030,4,1181.5,220.2,0.852,12.8,67.7,True
2026-07-30,BGW-030,4,1167.6,220.2,0.852,14.0,65.9,True
2026-07-31,BGW-030,4,1146.8,220.2,0.852,12.9,59.1,True
2026-08-01,BGW-030,4,1178.1,220.2,0.852,12.8,62.5,True
2026-08-02,BGW-030,4,1210.2,220.2,0.852,10.6,56.8,True
2026-08-03,BGW-030,4,1175.1,220.2,0.852,11.5,58.2,True
2026-08-04,BGW-030,5,1261.5,220.2,0.852,14.2,64.1,True
2026-08-05,BGW-030,5,1184.8,220.2,0.852,10.3,60.3,True
2026-08-06,BGW-030,5,1229.1,220.2,0.852,14.6,62.3,True
2026-08-07,BGW-030,5,1148.5,220.2,0.852,14.0,65.2,True
2026-08-08,BGW-030,5,1201.3,220.2,0.852,12.6,64.8,True
2026-08-09,BGW-030,5,1260.6,220.2,0.852,17.9,63.8,True
2026-08-10,BGW-030,5,1239.0,220.2,0.852,14.8,65.9,True
2026-08-11,BGW-030,6,1192.3,220.2,0.852,11.1,60.9,True
2026-08-12,BGW-030,6,1167.1,220.2,0.852,14.5,54.4,True
2026-08-13,BGW-030,6,1188.1,220.2,0.852,12.8,54.5,True
2026-08-14,BGW-030,6,1234.7,220.2,0.852,10.6,65.9,True
2026-08-15,BGW-030,6,1174.1,220.2,0.852,11.8,66.8,True
2026-08-16,BGW-030,6,1299.6,220.2,0.852,11.0,63.9,True
2026-08-17,BGW-030,6,1222.9,220.2,0.852,9.7,65.7,True
2026-08-18,BGW-030,7,1161.3,220.2,0.852,8.7,67.9,True
2026-08-19,BGW-030,7,1271.4,220.2,0.852,12.4,54.9,True
2026-08-20,BGW-030,7,1234.5,220.2,0.852,15.1,58.9,True
2026-08-21,BGW-030,7,1146.2,220.2,0.852,12.3,55.4,True
2026-08-22,BGW-030,7,1216.7,220.2,0.852,11.4,64.4,True
2026-08-23,BGW-030,7,1231.1,220.2,0.852,10.9,58.6,True
2026-08-24,BGW-030,7,1124.4,220.2,0.852,13.1,68.2,True
2026-08-25,BGW-030,8,1202.2,220.2,0.852,9.0,55.3,True
2026-08-26,BGW-030,8,1272.0,220.2,0.852,12.4,55.0,True
2026-07-28,BGW-031,4,924.3,222.5,0.788,8.9,59.4,True
2026-07-29,BGW-031,4,967.5,222.5,0.788,12.0,54.2,True
2026-07-30,BGW-031,4,975.3,222.5,0.788,12.9,56.3,True
2026-07-31,BGW-031,4,866.1,222.5,0.788,12.5,55.6,True
2026-08-01,BGW-031,4,993.2,222.5,0.788,10.5,52.7,True
2026-08-02,BGW-031,4,925.4,222.5,0.788,10.2,50.5,True
2026-08-03,BGW-031,4,1007.1,222.5,0.788,10.9,49.7,True
2026-08-04,BGW-031,5,941.6,222.5,0.788,12.4,62.7,True
2026-08-05,BGW-031,5,953.4,222.5,0.788,13.1,51.1,True
2026-08-06,BGW-031,5,1028.3,222.5,0.788,14.8,58.4,True
2026-08-07,BGW-031,5,929.0,222.5,0.788,13.5,55.6,True
2026-08-08,BGW-031,5,983.5,222.5,0.788,9.4,61.3,True
2026-08-09,BGW-031,5,944.9,222.5,0.788,13.8,53.2,True
2026-08-10,BGW-031,5,880.1,222.5,0.788,8.7,56.7,True
2026-08-11,BGW-031,6,902.3,222.5,0.788,12.3,56.5,True
2026-08-12,BGW-031,6,927.9,222.5,0.788,8.6,54.6,True
2026-08-13,BGW-031,6,914.7,222.5,0.788,10.1,52.7,True
2026-08-14,BGW-031,6,1057.5,222.5,0.788,14.2,52.2,True
2026-08-15,BGW-031,6,952.6,222.5,0.788,15.5,60.2,True
2026-08-16,BGW-031,6,929.7,222.5,0.788,8.9,55.5,True
2026-08-17,BGW-031,6,930.7,222.5,0.788,10.5,55.6,True
2026-08-18,BGW-031,7,963.0,222.5,0.788,13.4,59.6,True
2026-08-19,BGW-031,7,1007.5,222.5,0.788,11.8,49.5,True
2026-08-20,BGW-031,7,924.8,222.5,0.788,11.6,50.2,True
2026-08-21,BGW-031,7,932.2,222.5,0.788,15.0,55.6,True
2026-08-22,BGW-031,7,933.7,222.5,0.788,10.0,56.9,True
2026-08-23,BGW-031,7,1001.2,222.5,0.788,14.6,58.1,True
2026-08-24,BGW-031,7,972.3,222.5,0.788,12.8,48.5,True
2026-08-25,BGW-031,8,977.3,222.5,0.788,11.6,49.5,True
2026-08-26,BGW-031,8,1005.7,222.5,0.788,12.5,54.5,True
2026-07-28,BGW-032,2,1092.1,193.0,0.8,12.7,61.0,True
2026-07-29,BGW-032,2,1069.9,193.0,0.8,14.1,56.4,True
2026-07-30,BGW-032,2,977.7,193.0,0.8,14.1,52.9,True
2026-07-31,BGW-032,2,1045.9,193.0,0.8,12.8,50.6,True
2026-08-01,BGW-032,2,1115.6,193.0,0.8,13.6,53.2,True
2026-08-02,BGW-032,2,1023.9,193.0,0.8,11.7,59.7,True
2026-08-03,BGW-032,2,1102.1,193.0,0.8,13.6,60.3,True
2026-08-04,BGW-032,3,1034.3,193.0,0.8,11.0,54.2,True
2026-08-05,BGW-032,3,1008.5,193.0,0.8,9.5,61.2,True
2026-08-06,BGW-032,3,1090.2,193.0,0.8,9.8,54.8,True
2026-08-07,BGW-032,3,1056.6,193.0,0.8,9.6,63.2,True
2026-08-08,BGW-032,3,1024.6,193.0,0.8,10.1,52.5,True
2026-08-09,BGW-032,3,1078.8,193.0,0.8,10.7,52.8,True
2026-08-10,BGW-032,3,1057.5,193.0,0.8,12.6,49.0,True
2026-08-11,BGW-032,4,1007.5,193.0,0.8,11.2,53.9,True
2026-08-12,BGW-032,4,1147.7,193.0,0.8,10.7,53.2,True
2026-08-13,BGW-032,4,1097.5,193.0,0.8,9.0,56.7,True
2026-08-14,BGW-032,4,1062.5,193.0,0.8,8.7,50.3,True
2026-08-15,BGW-032,4,1059.8,193.0,0.8,11.6,54.2,True
2026-08-16,BGW-032,4,1002.4,193.0,0.8,15.1,49.6,True
2026-08-17,BGW-032,4,1009.4,193.0,0.8,11.7,62.4,True
2026-08-18,BGW-032,5,1004.4,193.0,0.8,12.7,63.4,True
2026-08-19,BGW-032,5,1044.7,193.0,0.8,12.3,57.9,True
2026-08-20,BGW-032,5,1069.1,193.0,0.8,14.9,54.4,True
2026-08-21,BGW-032,5,1053.8,193.0,0.8,11.5,49.5,True
2026-08-22,BGW-032,5,1000.8,193.0,0.8,9.8,51.9,True
2026-08-23,BGW-032,5,1084.6,193.0,0.8,12.4,50.0,True
2026-08-24,BGW-032,5,1067.7,193.0,0.8,9.1,49.8,True
2026-08-25,BGW-032,6,1109.9,193.0,0.8,12.4,48.7,True
2026-08-26,BGW-032,6,1012.8,193.0,0.8,13.7,52.8,True
2026-07-28,BGW-034,6,1060.5,201.9,0.862,13.1,69.5,True
2026-07-29,BGW-034,6,1058.0,201.9,0.862,9.8,59.0,True
2026-07-30,BGW-034,6,997.1,201.9,0.862,13.5,60.7,True
2026-07-31,BGW-034,6,1056.2,201.9,0.862,8.5,58.0,True
2026-08-01,BGW-034,6,1086.7,201.9,0.862,9.6,59.8,True
2026-08-02,BGW-034,6,979.7,201.9,0.862,17.5,64.3,True
2026-08-03,BGW-034,6,1108.0,201.9,0.862,17.3,60.1,True
2026-08-04,BGW-034,7,1066.1,201.9,0.862,9.7,67.6,True
2026-08-05,BGW-034,7,994.9,201.9,0.862,15.6,61.6,True
2026-08-06,BGW-034,7,950.8,201.9,0.862,12.5,63.3,True
2026-08-07,BGW-034,7,935.3,201.9,0.862,14.3,62.6,True
2026-08-08,BGW-034,7,973.1,201.9,0.862,10.7,62.2,True
2026-08-09,BGW-034,7,1036.4,201.9,0.862,10.9,65.7,True
2026-08-10,BGW-034,7,1080.4,201.9,0.862,11.9,55.5,True
2026-08-11,BGW-034,8,977.3,201.9,0.862,11.9,64.9,True
2026-08-12,BGW-034,8,1103.6,201.9,0.862,13.6,59.5,True
2026-08-13,BGW-034,8,1026.9,201.9,0.862,13.7,61.7,True
2026-08-14,BGW-034,8,1133.4,201.9,0.862,12.5,69.7,True
2026-08-15,BGW-034,8,1029.8,201.9,0.862,15.9,57.7,True
2026-08-16,BGW-034,8,1108.7,201.9,0.862,11.2,70.1,True
2026-08-17,BGW-034,8,942.8,201.9,0.862,10.3,63.4,True
2026-08-18,BGW-034,9,1060.0,201.9,0.862,15.2,61.7,True
2026-08-19,BGW-034,9,1084.9,201.9,0.862,14.4,59.3,True
2026-08-20,BGW-034,9,1007.3,201.9,0.862,14.9,69.9,True
2026-08-21,BGW-034,9,1075.9,201.9,0.862,11.7,68.6,True
2026-08-22,BGW-034,9,997.5,201.9,0.862,15.0,62.2,True
2026-08-23,BGW-034,9,1020.5,201.9,0.862,11.7,66.4,True
2026-08-24,BGW-034,9,1031.4,201.9,0.862,14.0,59.9,True
2026-08-25,BGW-034,10,1106.2,201.9,0.862,15.8,63.4,True
2026-08-26,BGW-034,10,995.0,201.9,0.862,11.8,57.7,True
2026-07-28,BGW-035,4,1107.3,243.2,0.798,9.7,63.6,True
2026-07-29,BGW-035,4,1123.0,243.2,0.798,12.0,54.3,True
2026-07-30,BGW-035,4,1048.0,243.2,0.798,13.1,61.0,True
2026-07-31,BGW-035,4,1109.9,243.2,0.798,12.9,55.9,True
2026-08-01,BGW-035,4,1168.8,243.2,0.798,11.5,61.7,True
2026-08-02,BGW-035,4,1069.1,243.2,0.798,13.4,52.8,True
2026-08-03,BGW-035,4,1050.7,243.2,0.798,11.9,56.8,True
2026-08-04,BGW-035,5,1097.6,243.2,0.798,10.6,65.0,True
2026-08-05,BGW-035,5,1065.4,243.2,0.798,10.8,53.0,True
2026-08-06,BGW-035,5,1091.6,243.2,0.798,12.3,63.0,True
2026-08-07,BGW-035,5,1194.9,243.2,0.798,11.6,59.7,True
2026-08-08,BGW-035,5,1182.5,243.2,0.798,9.5,61.1,True
2026-08-09,BGW-035,5,1115.5,243.2,0.798,16.1,53.1,True
2026-08-10,BGW-035,5,1076.5,243.2,0.798,11.1,61.3,True
2026-08-11,BGW-035,6,1164.0,243.2,0.798,15.5,58.5,True
2026-08-12,BGW-035,6,1152.6,243.2,0.798,9.6,65.2,True
2026-08-13,BGW-035,6,1120.2,243.2,0.798,11.3,65.3,True
2026-08-14,BGW-035,6,1155.1,243.2,0.798,13.6,55.8,True
2026-08-15,BGW-035,6,1146.1,243.2,0.798,14.4,60.8,True
2026-08-16,BGW-035,6,981.2,243.2,0.798,12.3,53.8,True
2026-08-17,BGW-035,6,1119.0,243.2,0.798,8.8,53.3,True
2026-08-18,BGW-035,7,1079.2,243.2,0.798,14.4,52.0,True
2026-08-19,BGW-035,7,1076.6,243.2,0.798,14.7,61.3,True
2026-08-20,BGW-035,7,1034.5,243.2,0.798,15.4,55.1,True
2026-08-21,BGW-035,7,1084.4,243.2,0.798,13.5,58.5,True
2026-08-22,BGW-035,7,1064.9,243.2,0.798,12.4,53.4,True
2026-08-23,BGW-035,7,1094.0,243.2,0.798,13.7,56.5,True
2026-08-24,BGW-035,7,1055.7,243.2,0.798,10.0,62.5,True
2026-08-25,BGW-035,8,1018.5,243.2,0.798,10.4,65.7,True
2026-08-26,BGW-035,8,1009.0,243.2,0.798,10.2,57.7,True
2026-07-28,BGW-036,7,847.2,200.1,0.91,10.6,66.7,True
2026-07-29,BGW-036,7,865.1,200.1,0.91,11.8,64.0,True
2026-07-30,BGW-036,7,864.7,200.1,0.91,11.6,68.4,True
2026-07-31,BGW-036,7,878.9,200.1,0.91,10.0,58.5,True
2026-08-01,BGW-036,7,832.9,200.1,0.91,11.7,67.0,True
2026-08-02,BGW-036,7,702.4,200.1,0.91,13.9,54.6,True
2026-08-03,BGW-036,7,847.3,200.1,0.91,11.1,69.1,True
2026-08-04,BGW-036,8,782.2,200.1,0.91,12.4,63.9,True
2026-08-05,BGW-036,8,941.4,200.1,0.91,14.0,58.8,True
2026-08-06,BGW-036,8,852.9,200.1,0.91,11.3,69.4,True
2026-08-07,BGW-036,8,764.8,200.1,0.91,15.8,65.0,True
2026-08-08,BGW-036,8,860.3,200.1,0.91,11.1,57.5,True
2026-08-09,BGW-036,8,780.7,200.1,0.91,9.0,59.2,True
2026-08-10,BGW-036,8,867.5,200.1,0.91,14.5,66.9,True
2026-08-11,BGW-036,9,854.3,200.1,0.91,9.2,63.8,True
2026-08-12,BGW-036,9,843.7,200.1,0.91,12.7,65.0,True
2026-08-13,BGW-036,9,815.0,200.1,0.91,10.4,56.3,True
2026-08-14,BGW-036,9,797.0,200.1,0.91,14.4,66.9,True
2026-08-15,BGW-036,9,811.8,200.1,0.91,7.7,69.0,True
2026-08-16,BGW-036,9,844.0,200.1,0.91,8.3,64.5,True
