well_id,cycle_num,time_since_injection_end_days,phase,steam_volume_bbl,injection_pressure_psi,steam_quality_frac,soak_duration_days,prior_cycle_count,thermal_conductivity_W_mK,porosity_frac,formation_thickness_m,baseline_reservoir_temp_C,crude_api_gravity,cum_production_bbl,physics_temp_C,temperature_C,viscosity_cP,is_synthetic,data_source
BGW-014,5,37.609,production,1193.5,277.5,0.794,8.05,4,2.11,0.255,9.02,47.49,17.26,281.66,49.675,52.128,27937.1,True,physics_simulated_synthetic
BGW-014,5,42.489,production,1193.5,277.5,0.794,8.05,4,2.11,0.255,9.02,47.49,17.26,328.15,48.051,46.856,45893.71,True,physics_simulated_synthetic
BGW-014,5,44.836,production,1193.5,277.5,0.794,8.05,4,2.11,0.255,9.02,47.49,17.26,350.51,47.756,49.45,35876.28,True,physics_simulated_synthetic
BGW-014,5,45.633,production,1193.5,277.5,0.794,8.05,4,2.11,0.255,9.02,47.49,17.26,358.1,47.693,52.244,27637.77,True,physics_simulated_synthetic
BGW-014,5,52.97,production,1193.5,277.5,0.794,8.05,4,2.11,0.255,9.02,47.49,17.26,428.0,47.5,49.44,35909.93,True,physics_simulated_synthetic
BGW-014,5,53.681,production,1193.5,277.5,0.794,8.05,4,2.11,0.255,9.02,47.49,17.26,434.78,47.497,49.347,36225.54,True,physics_simulated_synthetic
BGW-014,5,57.363,production,1193.5,277.5,0.794,8.05,4,2.11,0.255,9.02,47.49,17.26,469.86,47.491,50.013,34025.02,True,physics_simulated_synthetic
BGW-015,2,0.948,soak,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,0.0,168.025,170.165,9.17,True,physics_simulated_synthetic
BGW-015,2,4.869,soak,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,0.0,152.382,156.578,18.44,True,physics_simulated_synthetic
BGW-015,2,6.519,soak,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,0.0,146.424,148.38,28.74,True,physics_simulated_synthetic
BGW-015,2,13.511,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,26.55,122.456,122.249,133.58,True,physics_simulated_synthetic
BGW-015,2,18.861,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,95.13,102.192,103.354,463.39,True,physics_simulated_synthetic
BGW-015,2,24.442,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,166.68,80.278,83.337,1998.51,True,physics_simulated_synthetic
BGW-015,2,27.656,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,207.89,69.66,72.501,4731.42,True,physics_simulated_synthetic
BGW-015,2,28.632,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,220.4,66.914,67.007,7479.12,True,physics_simulated_synthetic
BGW-015,2,29.659,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,233.56,64.233,65.506,8497.94,True,physics_simulated_synthetic
BGW-015,2,33.13,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,278.06,56.716,58.188,16101.34,True,physics_simulated_synthetic
BGW-015,2,34.09,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,290.37,55.2,56.975,17950.61,True,physics_simulated_synthetic
BGW-015,2,47.487,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,462.12,48.067,48.427,39515.71,True,physics_simulated_synthetic
BGW-015,2,47.58,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,463.32,48.064,49.471,35805.17,True,physics_simulated_synthetic
BGW-015,2,50.197,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,496.86,48.018,49.284,36440.49,True,physics_simulated_synthetic
BGW-015,2,50.87,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,505.49,48.012,51.379,29949.33,True,physics_simulated_synthetic
BGW-015,2,52.375,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,524.78,48.004,51.424,29824.54,True,physics_simulated_synthetic
BGW-015,2,53.387,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,537.75,48.002,50.084,33800.47,True,physics_simulated_synthetic
BGW-015,2,53.394,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,537.85,48.002,49.739,34912.5,True,physics_simulated_synthetic
BGW-015,2,54.516,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,552.24,48.0,50.482,32562.82,True,physics_simulated_synthetic
BGW-015,2,59.689,production,1190.8,220.8,0.779,11.44,1,1.848,0.277,18.14,48.0,18.23,618.55,47.998,49.141,36935.71,True,physics_simulated_synthetic
BGW-015,5,0.258,soak,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,0.0,169.686,173.887,7.63,True,physics_simulated_synthetic
BGW-015,5,2.319,soak,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,0.0,158.85,163.156,13.08,True,physics_simulated_synthetic
BGW-015,5,5.343,soak,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,0.0,144.664,148.785,28.11,True,physics_simulated_synthetic
BGW-015,5,11.33,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,84.9,116.734,120.741,146.89,True,physics_simulated_synthetic
BGW-015,5,11.73,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,91.41,114.986,120.867,145.72,True,physics_simulated_synthetic
BGW-015,5,12.48,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,103.62,111.673,113.851,228.74,True,physics_simulated_synthetic
BGW-015,5,12.784,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,108.58,110.336,113.931,227.55,True,physics_simulated_synthetic
BGW-015,5,22.293,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,263.42,66.968,72.226,4839.19,True,physics_simulated_synthetic
BGW-015,5,22.699,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,270.04,65.771,71.213,5260.31,True,physics_simulated_synthetic
BGW-015,5,23.714,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,286.57,62.948,64.629,9160.55,True,physics_simulated_synthetic
BGW-015,5,24.603,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,301.04,60.71,63.945,9716.55,True,physics_simulated_synthetic
BGW-015,5,28.765,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,368.82,52.855,58.428,15760.6,True,physics_simulated_synthetic
BGW-015,5,31.135,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,407.42,50.404,54.787,21881.4,True,physics_simulated_synthetic
BGW-015,5,34.27,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,458.47,48.632,52.578,26798.95,True,physics_simulated_synthetic
BGW-015,5,38.535,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,527.93,47.763,51.13,30650.17,True,physics_simulated_synthetic
BGW-015,5,44.825,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,630.35,47.56,50.695,31920.59,True,physics_simulated_synthetic
BGW-015,5,48.596,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,691.77,47.552,51.628,29263.31,True,physics_simulated_synthetic
BGW-015,5,50.108,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,716.38,47.552,50.871,31401.82,True,physics_simulated_synthetic
BGW-015,5,51.709,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,742.46,47.552,51.164,30553.97,True,physics_simulated_synthetic
BGW-015,5,59.645,production,976.4,232.9,0.839,6.12,4,1.773,0.252,9.54,47.55,18.54,871.69,47.552,51.334,30075.33,True,physics_simulated_synthetic
BGW-016,5,3.032,soak,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,0.0,168.453,165.954,11.33,True,physics_simulated_synthetic
BGW-016,5,7.698,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,4.75,152.58,152.245,23.27,True,physics_simulated_synthetic
BGW-016,5,13.66,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,60.87,130.31,129.733,84.3,True,physics_simulated_synthetic
BGW-016,5,17.271,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,94.87,115.645,116.872,188.0,True,physics_simulated_synthetic
BGW-016,5,18.348,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,105.01,111.277,110.616,283.16,True,physics_simulated_synthetic
BGW-016,5,26.473,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,181.5,76.421,75.039,3848.02,True,physics_simulated_synthetic
BGW-016,5,31.647,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,230.21,61.196,60.077,13616.64,True,physics_simulated_synthetic
BGW-016,5,37.135,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,281.87,52.179,53.551,24501.77,True,physics_simulated_synthetic
BGW-016,5,43.702,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,343.7,48.346,48.686,38557.15,True,physics_simulated_synthetic
BGW-016,5,44.686,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,352.96,48.143,47.193,44440.17,True,physics_simulated_synthetic
BGW-016,5,44.961,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,355.55,48.095,47.354,43761.51,True,physics_simulated_synthetic
BGW-016,5,45.598,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,361.54,47.997,46.566,47186.6,True,physics_simulated_synthetic
BGW-016,5,46.85,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,373.33,47.849,47.983,41217.05,True,physics_simulated_synthetic
BGW-016,5,49.23,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,395.74,47.685,46.566,47186.6,True,physics_simulated_synthetic
BGW-016,5,50.903,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,411.48,47.627,48.27,40110.21,True,physics_simulated_synthetic
BGW-016,5,51.06,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,412.96,47.624,47.393,43596.48,True,physics_simulated_synthetic
BGW-016,5,52.045,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,422.24,47.604,50.536,32400.71,True,physics_simulated_synthetic
BGW-016,5,52.601,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,427.47,47.596,46.566,47186.6,True,physics_simulated_synthetic
BGW-016,5,55.044,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,450.47,47.576,47.022,45171.45,True,physics_simulated_synthetic
BGW-016,5,56.311,production,1243.3,217.4,0.804,7.19,4,1.339,0.219,14.95,47.57,17.42,462.39,47.571,49.678,35112.82,True,physics_simulated_synthetic
BGW-016,5,1.467,soak,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,0.0,153.689,153.529,21.71,True,physics_simulated_synthetic
BGW-016,5,1.854,soak,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,0.0,152.073,149.914,26.42,True,physics_simulated_synthetic
BGW-016,5,3.053,soak,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,0.0,147.215,147.379,30.38,True,physics_simulated_synthetic
BGW-016,5,3.313,soak,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,0.0,146.193,145.131,34.43,True,physics_simulated_synthetic
BGW-016,5,13.209,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,117.6,102.98,105.894,389.23,True,physics_simulated_synthetic
BGW-016,5,15.457,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,155.7,93.624,90.781,1138.92,True,physics_simulated_synthetic
BGW-016,5,20.211,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,236.3,74.278,74.153,4134.45,True,physics_simulated_synthetic
BGW-016,5,20.897,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,247.92,71.959,69.97,5831.97,True,physics_simulated_synthetic
BGW-016,5,23.786,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,296.91,63.083,61.982,11520.64,True,physics_simulated_synthetic
BGW-016,5,29.736,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,397.78,51.766,51.553,29467.34,True,physics_simulated_synthetic
BGW-016,5,33.811,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,466.86,48.937,46.767,46285.45,True,physics_simulated_synthetic
BGW-016,5,36.382,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,510.44,48.233,48.155,40549.92,True,physics_simulated_synthetic
BGW-016,5,39.509,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,563.45,47.893,50.147,33601.34,True,physics_simulated_synthetic
BGW-016,5,42.715,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,617.81,47.793,46.767,46285.45,True,physics_simulated_synthetic
BGW-016,5,44.982,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,656.24,47.775,47.728,42228.06,True,physics_simulated_synthetic
BGW-016,5,46.212,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,677.08,47.771,48.795,38162.0,True,physics_simulated_synthetic
BGW-016,5,49.776,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,737.5,47.767,47.128,44716.73,True,physics_simulated_synthetic
BGW-016,5,51.906,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,773.62,47.767,46.767,46285.45,True,physics_simulated_synthetic
BGW-016,5,51.997,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,775.15,47.767,46.767,46285.45,True,physics_simulated_synthetic
BGW-016,5,56.709,production,750.1,273.7,0.813,6.27,4,2.167,0.246,19.72,47.77,17.6,855.04,47.767,48.254,40168.96,True,physics_simulated_synthetic
BGW-017,1,4.443,soak,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,0.0,162.293,162.893,13.26,True,physics_simulated_synthetic
BGW-017,1,7.953,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,15.49,145.796,144.371,35.93,True,physics_simulated_synthetic
BGW-017,1,9.212,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,30.56,140.163,139.015,48.74,True,physics_simulated_synthetic
BGW-017,1,10.183,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,42.17,135.844,135.943,58.27,True,physics_simulated_synthetic
BGW-017,1,14.781,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,97.18,113.909,112.88,243.78,True,physics_simulated_synthetic
BGW-017,1,15.642,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,107.48,109.985,110.895,277.96,True,physics_simulated_synthetic
BGW-017,1,20.764,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,168.75,85.964,84.539,1822.04,True,physics_simulated_synthetic
BGW-017,1,26.844,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,241.48,63.359,62.153,11350.06,True,physics_simulated_synthetic
BGW-017,1,28.059,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,256.02,60.257,58.998,14981.77,True,physics_simulated_synthetic
BGW-017,1,31.328,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,295.12,53.7,52.568,26822.5,True,physics_simulated_synthetic
BGW-017,1,34.814,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,336.83,49.536,50.734,31804.28,True,physics_simulated_synthetic
BGW-017,1,37.855,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,373.2,47.659,48.199,40379.6,True,physics_simulated_synthetic
BGW-017,1,38.308,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,378.62,47.481,49.535,35590.48,True,physics_simulated_synthetic
BGW-017,1,42.765,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,431.94,46.507,49.341,36244.97,True,physics_simulated_synthetic
BGW-017,1,46.465,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,476.2,46.298,45.24,53609.58,True,physics_simulated_synthetic
BGW-017,1,47.794,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,492.1,46.272,46.031,49675.66,True,physics_simulated_synthetic
BGW-017,1,49.635,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,514.12,46.253,45.24,53609.58,True,physics_simulated_synthetic
BGW-017,1,50.524,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,524.75,46.249,45.24,53609.58,True,physics_simulated_synthetic
BGW-017,1,52.931,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,553.54,46.242,45.24,53609.58,True,physics_simulated_synthetic
BGW-017,1,59.389,production,2155.8,420.9,0.827,6.66,0,1.486,0.225,7.26,46.24,17.14,630.8,46.24,45.24,53609.58,True,physics_simulated_synthetic
BGW-017,3,0.034,soak,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,0.0,152.192,152.355,23.13,True,physics_simulated_synthetic
BGW-017,3,4.311,soak,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,0.0,135.142,133.133,68.77,True,physics_simulated_synthetic
BGW-017,3,5.711,soak,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,0.0,130.185,130.313,81.4,True,physics_simulated_synthetic
BGW-017,3,10.853,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,43.84,112.315,112.44,250.95,True,physics_simulated_synthetic
BGW-017,3,13.015,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,72.34,104.954,105.33,404.51,True,physics_simulated_synthetic
BGW-017,3,27.035,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,257.17,56.522,56.317,19046.62,True,physics_simulated_synthetic
BGW-017,3,28.099,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,271.2,54.872,54.835,21785.85,True,physics_simulated_synthetic
BGW-017,3,28.353,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,274.55,54.513,55.041,21382.61,True,physics_simulated_synthetic
BGW-017,3,28.895,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,281.7,53.782,54.985,21491.35,True,physics_simulated_synthetic
BGW-017,3,29.509,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,289.78,53.017,53.174,25364.64,True,physics_simulated_synthetic
BGW-017,3,29.61,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,291.12,52.897,52.907,25996.39,True,physics_simulated_synthetic
BGW-017,3,29.952,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,295.62,52.507,53.219,25259.65,True,physics_simulated_synthetic
BGW-017,3,30.941,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,308.67,51.475,49.369,36151.24,True,physics_simulated_synthetic
BGW-017,3,31.719,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,318.93,50.773,52.024,28206.64,True,physics_simulated_synthetic
BGW-017,3,36.12,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,376.94,48.218,48.801,38141.69,True,physics_simulated_synthetic
BGW-017,3,37.183,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,390.96,47.91,48.55,39059.88,True,physics_simulated_synthetic
BGW-017,3,44.251,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,484.13,47.144,49.073,37173.92,True,physics_simulated_synthetic
BGW-017,3,55.301,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,629.81,47.092,46.092,49384.77,True,physics_simulated_synthetic
BGW-017,3,55.678,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,634.79,47.092,46.092,49384.77,True,physics_simulated_synthetic
BGW-017,3,57.732,production,1254.5,176.0,0.617,7.53,2,2.117,0.228,17.62,47.09,18.52,661.86,47.092,48.058,40922.15,True,physics_simulated_synthetic
BGW-018,2,7.634,soak,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,0.0,154.994,155.199,19.85,True,physics_simulated_synthetic
BGW-018,2,11.323,soak,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,0.0,141.577,140.764,44.08,True,physics_simulated_synthetic
BGW-018,2,16.148,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,76.93,121.072,123.157,126.21,True,physics_simulated_synthetic
BGW-018,2,18.192,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,114.15,111.879,112.353,252.4,True,physics_simulated_synthetic
BGW-018,2,19.251,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,133.43,107.033,108.534,325.5,True,physics_simulated_synthetic
BGW-018,2,19.841,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,144.16,104.322,107.287,354.07,True,physics_simulated_synthetic
BGW-018,2,20.013,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,147.3,103.533,104.674,423.11,True,physics_simulated_synthetic
BGW-018,2,24.499,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,228.98,81.266,83.629,1954.01,True,physics_simulated_synthetic
BGW-018,2,26.389,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,263.38,73.394,75.014,3855.65,True,physics_simulated_synthetic
BGW-018,2,30.33,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,335.14,60.09,63.07,10480.03,True,physics_simulated_synthetic
BGW-018,2,31.713,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,360.31,56.912,59.616,14182.38,True,physics_simulated_synthetic
BGW-018,2,32.837,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,380.78,54.798,55.868,19835.45,True,physics_simulated_synthetic
BGW-018,2,33.647,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,395.52,53.521,55.324,20839.49,True,physics_simulated_synthetic
BGW-018,2,38.2,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,478.42,49.213,52.714,26464.37,True,physics_simulated_synthetic
BGW-018,2,44.95,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,601.32,47.932,50.522,32441.71,True,physics_simulated_synthetic
BGW-018,2,47.907,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,655.15,47.879,47.962,41297.08,True,physics_simulated_synthetic
BGW-018,2,49.97,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,692.71,47.87,50.827,31531.32,True,physics_simulated_synthetic
BGW-018,2,54.366,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,772.75,47.866,48.387,39666.99,True,physics_simulated_synthetic
BGW-018,2,59.103,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,858.98,47.866,51.883,28580.17,True,physics_simulated_synthetic
BGW-018,2,59.137,production,1020.6,324.7,0.848,11.92,1,1.879,0.277,18.04,47.87,17.41,859.61,47.866,51.339,30061.34,True,physics_simulated_synthetic
BGW-018,5,1.106,soak,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,0.0,132.114,134.725,62.59,True,physics_simulated_synthetic
BGW-018,5,2.758,soak,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,0.0,127.775,129.028,87.97,True,physics_simulated_synthetic
BGW-018,5,6.168,soak,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,0.0,119.505,123.564,123.05,True,physics_simulated_synthetic
BGW-018,5,13.465,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,43.14,101.725,104.52,427.61,True,physics_simulated_synthetic
BGW-018,5,14.734,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,53.94,98.701,100.62,560.58,True,physics_simulated_synthetic
BGW-018,5,18.016,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,81.88,90.354,93.002,967.25,True,physics_simulated_synthetic
BGW-018,5,21.133,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,108.4,82.25,87.175,1491.2,True,physics_simulated_synthetic
BGW-018,5,21.58,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,112.2,81.135,85.404,1705.53,True,physics_simulated_synthetic
BGW-018,5,26.351,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,152.81,69.1,72.343,4793.1,True,physics_simulated_synthetic
BGW-018,5,28.501,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,171.11,64.48,68.771,6445.96,True,physics_simulated_synthetic
BGW-018,5,28.634,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,172.24,64.218,66.018,8134.74,True,physics_simulated_synthetic
BGW-018,5,29.644,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,180.83,62.273,65.743,8327.52,True,physics_simulated_synthetic
BGW-018,5,36.204,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,236.67,52.544,56.175,19292.03,True,physics_simulated_synthetic
BGW-018,5,36.624,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,240.24,52.165,54.932,21594.79,True,physics_simulated_synthetic
BGW-018,5,38.641,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,257.4,50.606,54.64,22177.55,True,physics_simulated_synthetic
BGW-018,5,42.685,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,291.82,48.667,50.999,31027.21,True,physics_simulated_synthetic
BGW-018,5,42.702,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,291.97,48.662,52.8,26254.04,True,physics_simulated_synthetic
BGW-018,5,46.599,production,617.6,203.6,0.821,8.4,4,1.465,0.224,15.24,47.45,18.2,325.13,47.853,52.051,28137.73,True,physics_simulated_synthetic
