well_id,cycle_num,day_count_in_cycle,phase,temperature_C,viscosity_cP,spm,stroke_length_in,vfd_frequency_hz,water_cut_frac,cum_production_this_cycle_bbl,lagged_bopd,bopd,is_synthetic,data_source
BGW-021,5,25.2,production,47.16,44579.85,3.4,87.7,56.2,0.11,55.8,0.0,0.11,True,physics_chained_synthetic
BGW-021,5,27.5,production,47.134,44690.07,3.4,87.7,56.2,0.11,56.8,0.11,0.43,True,physics_chained_synthetic
BGW-021,5,34.41,production,47.128,44714.83,3.4,87.7,56.2,0.11,59.4,0.43,0.37,True,physics_chained_synthetic
BGW-021,5,34.99,production,47.128,44714.84,3.4,87.7,56.2,0.11,59.5,0.37,0.32,True,physics_chained_synthetic
BGW-021,5,35.07,production,47.128,44714.84,3.4,87.7,56.2,0.11,59.6,0.32,0.22,True,physics_chained_synthetic
BGW-021,5,35.26,production,47.128,44714.84,3.4,87.7,56.2,0.11,59.6,0.22,0.02,True,physics_chained_synthetic
BGW-021,5,38.96,production,47.128,44714.85,3.4,87.7,56.2,0.11,60.9,0.02,0.36,True,physics_chained_synthetic
BGW-021,1,1.99,production,132.608,70.95,6.33,118.1,39.6,0.143,212.2,106.73,106.73,True,physics_chained_synthetic
BGW-021,1,2.44,production,130.113,82.38,6.33,118.1,39.6,0.143,251.2,106.73,86.69,True,physics_chained_synthetic
BGW-021,1,3.9,production,121.37,141.17,6.33,118.1,39.6,0.143,319.0,86.69,46.26,True,physics_chained_synthetic
BGW-021,1,4.41,production,118.359,170.89,6.33,118.1,39.6,0.143,338.3,46.26,38.26,True,physics_chained_synthetic
BGW-021,1,4.55,production,117.52,180.32,6.33,118.1,39.6,0.143,343.3,38.26,36.33,True,physics_chained_synthetic
BGW-021,1,4.63,production,117.006,186.38,6.33,118.1,39.6,0.143,346.2,36.33,33.33,True,physics_chained_synthetic
BGW-021,1,4.64,production,116.956,186.99,6.33,118.1,39.6,0.143,346.5,33.33,33.33,True,physics_chained_synthetic
BGW-021,1,9.48,production,83.284,2006.6,6.33,118.1,39.6,0.143,361.2,33.33,3.04,True,physics_chained_synthetic
BGW-021,1,14.02,production,59.704,14073.0,6.33,118.1,39.6,0.143,362.5,3.04,0.28,True,physics_chained_synthetic
BGW-021,1,15.97,production,53.93,23663.95,6.33,118.1,39.6,0.143,363.1,0.28,0.31,True,physics_chained_synthetic
BGW-021,1,16.17,production,53.467,24690.99,6.33,118.1,39.6,0.143,363.1,0.31,0.12,True,physics_chained_synthetic
BGW-021,1,20.5,production,47.491,43193.04,6.33,118.1,39.6,0.143,363.1,0.12,0.0,True,physics_chained_synthetic
BGW-021,1,21.09,production,47.183,44479.39,6.33,118.1,39.6,0.143,363.3,0.0,0.38,True,physics_chained_synthetic
BGW-021,1,23.8,production,46.429,47809.5,6.33,118.1,39.6,0.143,363.3,0.38,0.0,True,physics_chained_synthetic
BGW-021,1,28.57,production,46.199,48875.55,6.33,118.1,39.6,0.143,363.3,0.0,0.0,True,physics_chained_synthetic
BGW-021,1,30.42,production,46.193,48907.42,6.33,118.1,39.6,0.143,363.7,0.0,0.2,True,physics_chained_synthetic
BGW-021,1,33.83,production,46.191,48916.08,6.33,118.1,39.6,0.143,363.7,0.2,0.0,True,physics_chained_synthetic
BGW-021,1,34.52,production,46.191,48916.25,6.33,118.1,39.6,0.143,363.7,0.0,0.02,True,physics_chained_synthetic
BGW-021,1,35.31,production,46.191,48916.35,6.33,118.1,39.6,0.143,363.7,0.02,0.0,True,physics_chained_synthetic
BGW-021,1,37.8,production,46.191,48916.41,6.33,118.1,39.6,0.143,364.2,0.0,0.19,True,physics_chained_synthetic
BGW-022,5,4.48,production,120.783,146.49,6.76,123.8,49.9,0.031,271.3,60.58,60.58,True,physics_chained_synthetic
BGW-022,5,6.52,production,107.523,348.45,6.76,123.8,49.9,0.031,314.8,60.58,21.32,True,physics_chained_synthetic
BGW-022,5,7.46,production,101.471,528.17,6.76,123.8,49.9,0.031,327.4,21.32,13.38,True,physics_chained_synthetic
BGW-022,5,7.87,production,98.889,633.32,6.76,123.8,49.9,0.031,331.7,13.38,10.7,True,physics_chained_synthetic
BGW-022,5,9.1,production,91.01,1119.77,6.76,123.8,49.9,0.031,339.7,10.7,6.5,True,physics_chained_synthetic
BGW-022,5,9.6,production,87.899,1412.02,6.76,123.8,49.9,0.031,342.0,6.5,4.41,True,physics_chained_synthetic
BGW-022,5,11.21,production,78.276,2969.06,6.76,123.8,49.9,0.031,344.9,4.41,1.82,True,physics_chained_synthetic
BGW-022,5,13.95,production,64.277,9442.58,6.76,123.8,49.9,0.031,346.2,1.82,0.48,True,physics_chained_synthetic
BGW-022,5,15.73,production,57.777,16704.48,6.76,123.8,49.9,0.031,346.2,0.48,0.0,True,physics_chained_synthetic
BGW-022,5,16.54,production,55.512,20486.99,6.76,123.8,49.9,0.031,346.4,0.0,0.2,True,physics_chained_synthetic
BGW-022,5,19.12,production,50.404,32803.45,6.76,123.8,49.9,0.031,347.1,0.2,0.29,True,physics_chained_synthetic
BGW-022,5,19.46,production,49.97,34163.01,6.76,123.8,49.9,0.031,347.2,0.29,0.25,True,physics_chained_synthetic
BGW-022,5,20.74,production,48.712,38462.81,6.76,123.8,49.9,0.031,347.4,0.25,0.15,True,physics_chained_synthetic
BGW-022,5,22.78,production,47.582,42819.01,6.76,123.8,49.9,0.031,347.4,0.15,0.0,True,physics_chained_synthetic
BGW-022,5,23.52,production,47.362,43725.82,6.76,123.8,49.9,0.031,347.4,0.0,0.07,True,physics_chained_synthetic
BGW-022,5,28.02,production,46.905,45678.12,6.76,123.8,49.9,0.031,348.3,0.07,0.2,True,physics_chained_synthetic
BGW-022,5,29.01,production,46.891,45739.07,6.76,123.8,49.9,0.031,348.3,0.2,0.0,True,physics_chained_synthetic
BGW-022,5,33.26,production,46.878,45795.84,6.76,123.8,49.9,0.031,348.3,0.0,0.0,True,physics_chained_synthetic
BGW-022,5,37.01,production,46.878,45797.19,6.76,123.8,49.9,0.031,348.9,0.0,0.14,True,physics_chained_synthetic
BGW-022,5,39.39,production,46.878,45797.22,6.76,123.8,49.9,0.031,349.7,0.14,0.37,True,physics_chained_synthetic
BGW-023,4,1.03,production,106.22,380.67,5.29,64.4,40.8,0.072,20.4,19.8,19.8,True,physics_chained_synthetic
BGW-023,4,2.12,production,102.612,487.82,5.29,64.4,40.8,0.072,38.0,19.8,16.15,True,physics_chained_synthetic
BGW-023,4,7.43,production,78.177,2992.54,5.29,64.4,40.8,0.072,51.4,16.15,2.52,True,physics_chained_synthetic
BGW-023,4,9.13,production,71.131,5296.23,5.29,64.4,40.8,0.072,54.1,2.52,1.63,True,physics_chained_synthetic
BGW-023,4,9.29,production,70.517,5572.54,5.29,64.4,40.8,0.072,54.4,1.63,1.68,True,physics_chained_synthetic
BGW-023,4,11.46,production,62.413,11095.84,5.29,64.4,40.8,0.072,55.9,1.68,0.67,True,physics_chained_synthetic
BGW-023,4,13.6,production,56.107,19411.62,5.29,64.4,40.8,0.072,56.7,0.67,0.4,True,physics_chained_synthetic
BGW-023,4,13.71,production,55.851,19865.77,5.29,64.4,40.8,0.072,56.8,0.4,0.66,True,physics_chained_synthetic
BGW-023,4,19.81,production,47.512,43106.83,5.29,64.4,40.8,0.072,58.2,0.66,0.24,True,physics_chained_synthetic
BGW-023,4,21.4,production,47.036,45109.76,5.29,64.4,40.8,0.072,59.1,0.24,0.56,True,physics_chained_synthetic
BGW-023,4,22.35,production,46.874,45813.33,5.29,64.4,40.8,0.072,59.1,0.56,0.0,True,physics_chained_synthetic
BGW-023,4,22.42,production,46.864,45856.07,5.29,64.4,40.8,0.072,59.1,0.0,0.0,True,physics_chained_synthetic
BGW-023,4,24.93,production,46.673,46703.2,5.29,64.4,40.8,0.072,59.1,0.0,0.0,True,physics_chained_synthetic
BGW-023,4,26.4,production,46.639,46856.17,5.29,64.4,40.8,0.072,59.6,0.0,0.31,True,physics_chained_synthetic
BGW-023,4,28.59,production,46.623,46929.21,5.29,64.4,40.8,0.072,59.6,0.31,0.0,True,physics_chained_synthetic
BGW-023,4,29.71,production,46.621,46939.52,5.29,64.4,40.8,0.072,59.6,0.0,0.0,True,physics_chained_synthetic
BGW-023,4,31.24,production,46.619,46944.52,5.29,64.4,40.8,0.072,59.8,0.0,0.12,True,physics_chained_synthetic
BGW-023,4,31.71,production,46.619,46945.12,5.29,64.4,40.8,0.072,59.8,0.12,0.0,True,physics_chained_synthetic
BGW-023,4,33.51,production,46.619,46946.04,5.29,64.4,40.8,0.072,59.8,0.0,0.0,True,physics_chained_synthetic
BGW-023,4,34.35,production,46.619,46946.14,5.29,64.4,40.8,0.072,59.8,0.0,0.0,True,physics_chained_synthetic
BGW-024,3,0.05,production,165.446,11.63,3.74,116.6,50.3,0.041,18.2,366.51,366.51,True,physics_chained_synthetic
BGW-024,3,0.23,production,164.7,12.08,3.74,116.6,50.3,0.041,86.8,366.51,381.39,True,physics_chained_synthetic
BGW-024,3,1.9,production,156.897,18.14,3.74,116.6,50.3,0.041,644.1,381.39,333.86,True,physics_chained_synthetic
BGW-024,3,4.37,production,142.568,39.78,3.74,116.6,50.3,0.041,1181.4,333.86,217.11,True,physics_chained_synthetic
BGW-024,3,12.03,production,78.952,2814.4,3.74,116.6,50.3,0.041,1199.1,217.11,2.31,True,physics_chained_synthetic
BGW-024,3,14.56,production,64.781,9041.81,3.74,116.6,50.3,0.041,1202.0,2.31,1.17,True,physics_chained_synthetic
BGW-024,3,14.79,production,63.759,9873.79,3.74,116.6,50.3,0.041,1202.2,1.17,0.72,True,physics_chained_synthetic
BGW-024,3,14.9,production,63.303,10270.52,3.74,116.6,50.3,0.041,1202.2,0.72,0.33,True,physics_chained_synthetic
BGW-024,3,16.48,production,57.207,17579.68,3.74,116.6,50.3,0.041,1203.2,0.33,0.65,True,physics_chained_synthetic
BGW-024,3,18.56,production,51.742,28955.91,3.74,116.6,50.3,0.041,1203.9,0.65,0.31,True,physics_chained_synthetic
BGW-024,3,19.35,production,50.343,32988.79,3.74,116.6,50.3,0.041,1204.3,0.31,0.54,True,physics_chained_synthetic
BGW-024,3,21.16,production,48.144,40590.52,3.74,116.6,50.3,0.041,1204.5,0.54,0.09,True,physics_chained_synthetic
BGW-024,3,21.84,production,47.629,42629.87,3.74,116.6,50.3,0.041,1204.7,0.09,0.3,True,physics_chained_synthetic
BGW-024,3,26.21,production,46.287,48463.99,3.74,116.6,50.3,0.041,1205.3,0.3,0.14,True,physics_chained_synthetic
BGW-024,3,28.72,production,46.185,48943.35,3.74,116.6,50.3,0.041,1205.3,0.14,0.0,True,physics_chained_synthetic
BGW-024,3,31.19,production,46.166,49031.5,3.74,116.6,50.3,0.041,1205.3,0.0,0.0,True,physics_chained_synthetic
BGW-024,3,32.12,production,46.165,49039.31,3.74,116.6,50.3,0.041,1205.4,0.0,0.15,True,physics_chained_synthetic
BGW-024,3,36.58,production,46.163,49045.53,3.74,116.6,50.3,0.041,1205.4,0.15,0.0,True,physics_chained_synthetic
BGW-024,3,36.68,production,46.163,49045.53,3.74,116.6,50.3,0.041,1205.4,0.0,0.0,True,physics_chained_synthetic
BGW-024,3,39.41,production,46.163,49045.59,3.74,116.6,50.3,0.041,1206.2,0.0,0.27,True,physics_chained_synthetic
BGW-024,5,1.87,production,127.849,94.5,6.19,81.7,54.3,0.125,135.8,72.58,72.58,True,physics_chained_synthetic
BGW-024,5,5.55,production,104.372,431.98,6.19,81.7,54.3,0.125,191.8,72.58,15.19,True,physics_chained_synthetic
BGW-024,5,8.07,production,88.375,1362.46,6.19,81.7,54.3,0.125,203.4,15.19,4.64,True,physics_chained_synthetic
BGW-024,5,11.3,production,69.974,5829.61,6.19,81.7,54.3,0.125,205.3,4.64,0.58,True,physics_chained_synthetic
BGW-024,5,11.65,production,68.4,6650.02,6.19,81.7,54.3,0.125,205.5,0.58,0.5,True,physics_chained_synthetic
BGW-024,5,18.93,production,49.062,37213.54,6.19,81.7,54.3,0.125,205.5,0.5,0.0,True,physics_chained_synthetic
BGW-024,5,20.27,production,48.309,39960.01,6.19,81.7,54.3,0.125,205.5,0.0,0.0,True,physics_chained_synthetic
BGW-024,5,20.58,production,48.185,40433.19,6.19,81.7,54.3,0.125,205.5,0.0,0.0,True,physics_chained_synthetic
BGW-024,5,21.1,production,48.009,41115.49,6.19,81.7,54.3,0.125,205.7,0.0,0.41,True,physics_chained_synthetic
BGW-024,5,22.33,production,47.715,42280.47,6.19,81.7,54.3,0.125,205.7,0.41,0.0,True,physics_chained_synthetic
BGW-024,5,27.61,production,47.395,43589.88,6.19,81.7,54.3,0.125,208.9,0.0,0.61,True,physics_chained_synthetic
BGW-024,5,30.01,production,47.387,43622.41,6.19,81.7,54.3,0.125,209.2,0.61,0.1,True,physics_chained_synthetic
BGW-024,5,31.79,production,47.386,43626.63,6.19,81.7,54.3,0.125,209.6,0.1,0.24,True,physics_chained_synthetic
BGW-024,5,32.99,production,47.386,43627.33,6.19,81.7,54.3,0.125,209.6,0.24,0.0,True,physics_chained_synthetic
BGW-024,5,33.56,production,47.386,43627.46,6.19,81.7,54.3,0.125,209.6,0.0,0.0,True,physics_chained_synthetic
BGW-024,5,34.85,production,47.386,43627.59,6.19,81.7,54.3,0.125,209.6,0.0,0.0,True,physics_chained_synthetic
BGW-024,5,38.33,production,47.386,43627.63,6.19,81.7,54.3,0.125,209.6,0.0,0.0,True,physics_chained_synthetic
BGW-024,5,39.05,production,47.386,43627.63,6.19,81.7,54.3,0.125,209.9,0.0,0.42,True,physics_chained_synthetic
BGW-024,5,39.56,production,47.386,43627.63,6.19,81.7,54.3,0.125,210.0,0.42,0.2,True,physics_chained_synthetic
BGW-024,5,39.99,production,47.386,43627.63,6.19,81.7,54.3,0.125,210.2,0.2,0.44,True,physics_chained_synthetic
BGW-025,1,4.02,production,92.859,977.45,3.41,136.9,47.4,0.113,28.7,7.14,7.14,True,physics_chained_synthetic
BGW-025,1,5.24,production,86.903,1522.09,3.41,136.9,47.4,0.113,34.2,7.14,4.48,True,physics_chained_synthetic
BGW-025,1,7.77,production,74.747,3939.81,3.41,136.9,47.4,0.113,39.5,4.48,2.09,True,physics_chained_synthetic
BGW-025,1,7.98,production,73.846,4238.92,3.41,136.9,47.4,0.113,39.8,2.09,1.32,True,physics_chained_synthetic
BGW-025,1,8.38,production,72.175,4859.69,3.41,136.9,47.4,0.113,40.4,1.32,1.56,True,physics_chained_synthetic
BGW-025,1,9.03,production,69.539,6045.1,3.41,136.9,47.4,0.113,41.2,1.56,1.31,True,physics_chained_synthetic
BGW-025,1,9.2,production,68.875,6390.03,3.41,136.9,47.4,0.113,41.5,1.31,1.27,True,physics_chained_synthetic
BGW-025,1,10.13,production,65.362,8602.69,3.41,136.9,47.4,0.113,42.3,1.27,0.87,True,physics_chained_synthetic
BGW-025,1,13.7,production,54.766,21924.13,3.41,136.9,47.4,0.113,42.8,0.87,0.14,True,physics_chained_synthetic
BGW-025,1,14.52,production,53.249,25190.54,3.41,136.9,47.4,0.113,43.2,0.14,0.52,True,physics_chained_synthetic
BGW-025,1,14.72,production,52.916,25974.42,3.41,136.9,47.4,0.113,43.2,0.52,0.0,True,physics_chained_synthetic
BGW-025,1,17.84,production,49.353,36205.4,3.41,136.9,47.4,0.113,43.4,0.0,0.08,True,physics_chained_synthetic
BGW-025,1,17.98,production,49.263,36513.01,3.41,136.9,47.4,0.113,43.4,0.08,0.0,True,physics_chained_synthetic
BGW-025,1,19.11,production,48.673,38606.99,3.41,136.9,47.4,0.113,44.0,0.0,0.53,True,physics_chained_synthetic
BGW-025,1,21.97,production,47.941,41383.15,3.41,136.9,47.4,0.113,44.0,0.53,0.0,True,physics_chained_synthetic
BGW-025,1,22.22,production,47.912,41494.54,3.41,136.9,47.4,0.113,44.2,0.0,0.51,True,physics_chained_synthetic
BGW-025,1,29.69,production,47.717,42271.79,3.41,136.9,47.4,0.113,47.4,0.51,0.44,True,physics_chained_synthetic
BGW-025,1,30.44,production,47.717,42273.02,3.41,136.9,47.4,0.113,47.7,0.44,0.35,True,physics_chained_synthetic
BGW-025,1,31.2,production,47.717,42273.67,3.41,136.9,47.4,0.113,47.8,0.35,0.15,True,physics_chained_synthetic
BGW-025,1,39.38,production,47.717,42274.29,3.41,136.9,47.4,0.113,49.2,0.15,0.17,True,physics_chained_synthetic
BGW-025,3,3.18,production,132.792,70.18,5.18,97.4,59.9,0.117,292.2,91.76,91.76,True,physics_chained_synthetic
BGW-025,3,7.54,production,102.062,506.83,5.18,97.4,59.9,0.117,353.6,91.76,14.1,True,physics_chained_synthetic
BGW-025,3,8.74,production,94.068,894.97,5.18,97.4,59.9,0.117,363.1,14.1,7.88,True,physics_chained_synthetic
BGW-025,3,9.59,production,88.673,1332.33,5.18,97.4,59.9,0.117,367.3,7.88,5.03,True,physics_chained_synthetic
BGW-025,3,13.83,production,64.372,9365.44,5.18,97.4,59.9,0.117,370.3,5.03,0.7,True,physics_chained_synthetic
BGW-025,3,17.32,production,53.073,25601.75,5.18,97.4,59.9,0.117,371.2,0.7,0.24,True,physics_chained_synthetic
BGW-025,3,19.51,production,49.555,35524.08,5.18,97.4,59.9,0.117,371.5,0.24,0.15,True,physics_chained_synthetic
BGW-025,3,20.78,production,48.37,39728.61,5.18,97.4,59.9,0.117,372.4,0.15,0.75,True,physics_chained_synthetic
BGW-025,3,23.42,production,47.121,44746.43,5.18,97.4,59.9,0.117,372.4,0.75,0.0,True,physics_chained_synthetic
BGW-025,3,23.74,production,47.048,45056.01,5.18,97.4,59.9,0.117,372.5,0.0,0.19,True,physics_chained_synthetic
BGW-025,3,24.65,production,46.888,45754.39,5.18,97.4,59.9,0.117,372.7,0.19,0.2,True,physics_chained_synthetic
BGW-025,3,27.76,production,46.674,46700.42,5.18,97.4,59.9,0.117,373.1,0.2,0.14,True,physics_chained_synthetic
BGW-025,3,29.41,production,46.65,46805.68,5.18,97.4,59.9,0.117,373.6,0.14,0.31,True,physics_chained_synthetic
BGW-025,3,30.19,production,46.646,46826.02,5.18,97.4,59.9,0.117,373.8,0.31,0.28,True,physics_chained_synthetic
BGW-025,3,30.87,production,46.644,46836.27,5.18,97.4,59.9,0.117,373.8,0.28,0.0,True,physics_chained_synthetic
BGW-025,3,32.43,production,46.641,46846.67,5.18,97.4,59.9,0.117,373.8,0.0,0.0,True,physics_chained_synthetic
BGW-025,3,34.33,production,46.641,46849.68,5.18,97.4,59.9,0.117,373.9,0.0,0.05,True,physics_chained_synthetic
BGW-025,3,34.71,production,46.641,46849.86,5.18,97.4,59.9,0.117,373.9,0.05,0.0,True,physics_chained_synthetic
BGW-025,3,35.24,production,46.64,46850.03,5.18,97.4,59.9,0.117,374.1,0.0,0.33,True,physics_chained_synthetic
BGW-025,3,36.24,production,46.64,46850.18,5.18,97.4,59.9,0.117,374.1,0.33,0.0,True,physics_chained_synthetic
BGW-026,1,0.19,production,127.621,95.83,3.59,129.3,35.3,0.216,14.7,78.92,78.92,True,physics_chained_synthetic
BGW-026,1,0.4,production,126.771,100.93,3.59,129.3,35.3,0.216,29.6,78.92,68.82,True,physics_chained_synthetic
BGW-026,1,1.61,production,121.471,140.27,3.59,129.3,35.3,0.216,90.8,68.82,50.59,True,physics_chained_synthetic
BGW-026,1,2.17,production,118.95,164.56,3.59,129.3,35.3,0.216,116.8,50.59,46.73,True,physics_chained_synthetic
BGW-026,1,6.35,production,93.857,908.82,3.59,129.3,35.3,0.216,141.9,46.73,5.99,True,physics_chained_synthetic
BGW-026,1,9.48,production,75.849,3604.65,3.59,129.3,35.3,0.216,145.7,5.99,1.24,True,physics_chained_synthetic
BGW-026,1,11.02,production,68.496,6596.32,3.59,129.3,35.3,0.216,147.2,1.24,0.95,True,physics_chained_synthetic
BGW-026,1,13.63,production,58.501,15658.01,3.59,129.3,35.3,0.216,148.6,0.95,0.55,True,physics_chained_synthetic
BGW-026,1,14.58,production,55.935,19715.25,3.59,129.3,35.3,0.216,148.9,0.55,0.3,True,physics_chained_synthetic
BGW-026,1,15.48,production,53.916,23695.79,3.59,129.3,35.3,0.216,148.9,0.3,0.0,True,physics_chained_synthetic
BGW-026,1,18.24,production,49.855,34535.23,3.59,129.3,35.3,0.216,148.9,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,19.47,production,48.949,37613.24,3.59,129.3,35.3,0.216,148.9,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,20.32,production,48.522,39162.35,3.59,129.3,35.3,0.216,148.9,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,22.05,production,48.0,41149.95,3.59,129.3,35.3,0.216,148.9,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,27.21,production,47.648,42552.93,3.59,129.3,35.3,0.216,148.9,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,27.68,production,47.644,42565.8,3.59,129.3,35.3,0.216,148.9,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,27.79,production,47.644,42568.33,3.59,129.3,35.3,0.216,148.9,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,33.4,production,47.637,42595.64,3.59,129.3,35.3,0.216,148.9,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,36.76,production,47.637,42595.76,3.59,129.3,35.3,0.216,149.2,0.0,0.09,True,physics_chained_synthetic
BGW-026,1,39.41,production,47.637,42595.76,3.59,129.3,35.3,0.216,149.4,0.09,0.07,True,physics_chained_synthetic
BGW-026,1,0.43,production,123.738,121.72,5.0,65.6,41.2,0.023,30.1,70.89,70.89,True,physics_chained_synthetic
BGW-026,1,1.02,production,121.878,136.73,5.0,65.6,41.2,0.023,68.4,70.89,64.21,True,physics_chained_synthetic
BGW-026,1,4.4,production,108.718,321.49,5.0,65.6,41.2,0.023,146.9,64.21,23.24,True,physics_chained_synthetic
BGW-026,1,9.83,production,80.524,2486.94,5.0,65.6,41.2,0.023,161.6,23.24,2.72,True,physics_chained_synthetic
BGW-026,1,10.76,production,76.202,3503.59,5.0,65.6,41.2,0.023,163.2,2.72,1.68,True,physics_chained_synthetic
BGW-026,1,13.14,production,65.841,8258.44,5.0,65.6,41.2,0.023,165.1,1.68,0.79,True,physics_chained_synthetic
BGW-026,1,13.79,production,63.457,10134.82,5.0,65.6,41.2,0.023,165.2,0.79,0.26,True,physics_chained_synthetic
BGW-026,1,15.93,production,56.746,18324.56,5.0,65.6,41.2,0.023,165.7,0.26,0.23,True,physics_chained_synthetic
BGW-026,1,23.69,production,47.685,42403.1,5.0,65.6,41.2,0.023,165.7,0.23,0.0,True,physics_chained_synthetic
BGW-026,1,25.9,production,47.447,43373.77,5.0,65.6,41.2,0.023,165.7,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,29.77,production,47.36,43733.55,5.0,65.6,41.2,0.023,165.7,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,31.61,production,47.356,43752.34,5.0,65.6,41.2,0.023,166.0,0.0,0.14,True,physics_chained_synthetic
BGW-026,1,31.89,production,47.356,43753.45,5.0,65.6,41.2,0.023,166.0,0.14,0.0,True,physics_chained_synthetic
BGW-026,1,33.19,production,47.355,43756.31,5.0,65.6,41.2,0.023,166.6,0.0,0.45,True,physics_chained_synthetic
BGW-026,1,33.33,production,47.355,43756.47,5.0,65.6,41.2,0.023,166.6,0.45,0.0,True,physics_chained_synthetic
BGW-026,1,34.16,production,47.355,43757.07,5.0,65.6,41.2,0.023,166.6,0.0,0.0,True,physics_chained_synthetic
BGW-026,1,35.88,production,47.355,43757.48,5.0,65.6,41.2,0.023,167.0,0.0,0.23,True,physics_chained_synthetic
BGW-026,1,36.06,production,47.355,43757.5,5.0,65.6,41.2,0.023,167.0,0.23,0.13,True,physics_chained_synthetic
BGW-026,1,38.36,production,47.355,43757.56,5.0,65.6,41.2,0.023,167.0,0.13,0.0,True,physics_chained_synthetic
BGW-026,1,39.8,production,47.355,43757.56,5.0,65.6,41.2,0.023,167.0,0.0,0.0,True,physics_chained_synthetic
BGW-026,5,4.5,production,91.041,1117.2,6.84,70.2,43.8,0.004,34.0,7.55,7.55,True,physics_chained_synthetic
BGW-026,5,5.81,production,84.624,1810.3,6.84,70.2,43.8,0.004,39.1,7.55,3.95,True,physics_chained_synthetic
BGW-026,5,6.3,production,82.288,2167.29,6.84,70.2,43.8,0.004,41.2,3.95,4.23,True,physics_chained_synthetic
BGW-026,5,10.73,production,61.896,11606.61,6.84,70.2,43.8,0.004,43.0,4.23,0.41,True,physics_chained_synthetic
BGW-026,5,11.98,production,58.004,16369.03,6.84,70.2,43.8,0.004,43.9,0.41,0.65,True,physics_chained_synthetic
BGW-026,5,12.33,production,57.069,17798.68,6.84,70.2,43.8,0.004,44.0,0.65,0.44,True,physics_chained_synthetic
BGW-026,5,14.02,production,53.08,25586.51,6.84,70.2,43.8,0.004,44.6,0.44,0.37,True,physics_chained_synthetic
BGW-026,5,18.61,production,47.604,42730.11,6.84,70.2,43.8,0.004,44.6,0.37,0.0,True,physics_chained_synthetic
BGW-026,5,20.56,production,46.931,45566.48,6.84,70.2,43.8,0.004,44.6,0.0,0.0,True,physics_chained_synthetic
BGW-026,5,21.32,production,46.786,46200.76,6.84,70.2,43.8,0.004,44.8,0.0,0.21,True,physics_chained_synthetic
BGW-026,5,21.46,production,46.765,46296.35,6.84,70.2,43.8,0.004,44.8,0.21,0.05,True,physics_chained_synthetic
BGW-026,5,22.92,production,46.608,46995.98,6.84,70.2,43.8,0.004,44.8,0.05,0.0,True,physics_chained_synthetic
BGW-026,5,22.97,production,46.605,47011.04,6.84,70.2,43.8,0.004,44.8,0.0,0.01,True,physics_chained_synthetic
BGW-026,5,25.53,production,46.508,47449.82,6.84,70.2,43.8,0.004,46.5,0.01,0.67,True,physics_chained_synthetic
BGW-026,5,29.45,production,46.487,47546.49,6.84,70.2,43.8,0.004,47.7,0.67,0.29,True,physics_chained_synthetic
BGW-026,5,30.64,production,46.486,47549.25,6.84,70.2,43.8,0.004,48.0,0.29,0.25,True,physics_chained_synthetic
BGW-026,5,31.7,production,46.486,47550.16,6.84,70.2,43.8,0.004,48.1,0.25,0.18,True,physics_chained_synthetic
BGW-026,5,32.33,production,46.486,47550.4,6.84,70.2,43.8,0.004,48.2,0.18,0.03,True,physics_chained_synthetic
BGW-026,5,36.63,production,46.486,47550.68,6.84,70.2,43.8,0.004,48.2,0.03,0.0,True,physics_chained_synthetic
BGW-026,5,39.6,production,46.486,47550.68,6.84,70.2,43.8,0.004,48.4,0.0,0.09,True,physics_chained_synthetic
BGW-026,2,0.42,production,107.146,357.47,6.66,129.1,40.1,0.133,10.1,24.06,24.06,True,physics_chained_synthetic
BGW-026,2,2.06,production,101.264,535.86,6.66,129.1,40.1,0.133,35.2,24.06,15.28,True,physics_chained_synthetic
BGW-026,2,5.52,production,86.035,1625.58,6.66,129.1,40.1,0.133,50.0,15.28,4.29,True,physics_chained_synthetic
BGW-026,2,8.25,production,73.807,4252.23,6.66,129.1,40.1,0.133,54.1,4.29,1.49,True,physics_chained_synthetic
BGW-026,2,8.31,production,73.563,4337.67,6.66,129.1,40.1,0.133,54.2,1.49,2.13,True,physics_chained_synthetic
BGW-026,2,10.79,production,63.731,9897.71,6.66,129.1,40.1,0.133,56.7,2.13,1.01,True,physics_chained_synthetic
BGW-026,2,15.87,production,50.585,32250.59,6.66,129.1,40.1,0.133,57.8,1.01,0.22,True,physics_chained_synthetic
BGW-026,2,16.04,production,50.375,32891.86,6.66,129.1,40.1,0.133,57.8,0.22,0.24,True,physics_chained_synthetic
BGW-026,2,17.84,production,48.552,39052.12,6.66,129.1,40.1,0.133,58.0,0.24,0.06,True,physics_chained_synthetic
BGW-026,2,20.34,production,47.265,44134.82,6.66,129.1,40.1,0.133,58.0,0.06,0.03,True,physics_chained_synthetic
