well_id,viscosity_cP,fluid_level_m,spm,stroke_length_in,vfd_frequency_hz,rod_string_diameter_in,rod_string_length_ft,pump_depth_ft,tubing_size_in,fluid_specific_gravity,pprl_physics_lbs,efficiency_physics_frac,peak_polished_rod_load_lbs,pump_efficiency_pct,energy_kwh_per_bbl,energy_kwh_per_stroke,actual_bopd,is_synthetic,data_source
BGW-007,3955.05,724.7,5.074,79.41,31.79,0.75,2915.5,4728.5,2.375,0.933,11208.2,0.4551,11342.6,35.98,3.3752,0.018961,41.04,True,physics_simulated_synthetic
BGW-007,36992.97,783.8,7.103,67.93,39.11,0.75,2915.5,4728.5,2.375,0.935,11223.7,0.3197,11940.7,8.95,11.6056,0.017075,15.05,True,physics_simulated_synthetic
BGW-007,59.6,556.4,7.699,131.53,31.55,0.75,2915.5,4728.5,2.375,0.958,11358.2,0.7326,11395.5,72.39,1.6985,0.03155,205.95,True,physics_simulated_synthetic
BGW-007,1187.19,548.7,3.638,143.72,31.32,0.75,2915.5,4728.5,2.375,0.966,11389.1,0.57,11560.7,54.44,2.3081,0.034975,79.39,True,physics_simulated_synthetic
BGW-007,148.5,315.0,7.488,115.89,58.06,0.75,2915.5,4728.5,2.375,0.925,11180.3,0.6923,11129.9,65.46,0.9968,0.02715,293.72,True,physics_simulated_synthetic
BGW-007,17381.28,877.4,7.684,100.09,43.14,0.75,2915.5,4728.5,2.375,0.958,11356.2,0.3476,12184.2,19.18,5.0121,0.025672,56.68,True,physics_simulated_synthetic
BGW-007,694.22,805.8,5.961,71.88,39.95,0.75,2915.5,4728.5,2.375,0.97,11408.7,0.5895,11474.9,56.17,1.7404,0.017362,85.62,True,physics_simulated_synthetic
BGW-007,19507.05,368.0,6.644,73.36,56.49,0.75,2915.5,4728.5,2.375,0.95,11302.2,0.3499,11875.5,15.73,4.5492,0.018338,38.57,True,physics_simulated_synthetic
BGW-007,476.04,494.3,5.614,75.81,57.85,0.75,2915.5,4728.5,2.375,0.942,11257.2,0.6284,11343.9,60.73,1.099,0.018104,133.16,True,physics_simulated_synthetic
BGW-007,10835.43,380.8,7.138,82.53,57.64,0.75,2915.5,4728.5,2.375,0.966,11391.4,0.375,11976.8,24.91,2.8394,0.020807,75.32,True,physics_simulated_synthetic
BGW-007,436.37,1123.7,5.374,116.06,34.79,0.75,2915.5,4728.5,2.375,0.952,11316.9,0.6395,11569.2,59.95,1.8881,0.028264,115.84,True,physics_simulated_synthetic
BGW-007,517.83,1082.0,4.637,86.69,58.69,0.75,2915.5,4728.5,2.375,0.905,11062.4,0.6342,11023.9,60.96,1.0489,0.020118,128.06,True,physics_simulated_synthetic
BGW-007,121.9,1182.7,5.504,87.99,30.22,0.75,2915.5,4728.5,2.375,0.911,11095.2,0.7343,11086.1,73.2,1.7061,0.020533,95.38,True,physics_simulated_synthetic
BGW-007,12908.56,1023.0,3.547,128.46,41.71,0.75,2915.5,4728.5,2.375,0.961,11360.9,0.396,12017.9,24.19,4.054,0.032498,40.95,True,physics_simulated_synthetic
BGW-007,120.94,764.4,4.678,82.37,44.39,0.75,2915.5,4728.5,2.375,0.964,11374.6,0.7483,11537.3,74.59,1.1861,0.020005,113.61,True,physics_simulated_synthetic
BGW-007,5540.54,392.7,4.279,95.58,35.68,0.75,2915.5,4728.5,2.375,0.957,11339.3,0.4399,11677.4,33.46,3.3293,0.023494,43.48,True,physics_simulated_synthetic
BGW-007,134.02,456.0,5.515,96.92,56.91,0.75,2915.5,4728.5,2.375,0.981,11471.9,0.7285,11443.0,72.84,0.9397,0.023345,197.3,True,physics_simulated_synthetic
BGW-007,89.96,611.3,7.217,125.52,36.77,0.75,2915.5,4728.5,2.375,0.908,11090.2,0.7234,10971.1,72.17,1.4072,0.028987,214.08,True,physics_simulated_synthetic
BGW-007,671.46,383.1,6.123,142.45,41.72,0.75,2915.5,4728.5,2.375,0.99,11524.8,0.5905,11684.6,55.46,1.719,0.035036,179.69,True,physics_simulated_synthetic
BGW-007,1077.41,645.8,4.579,71.62,42.51,0.75,2915.5,4728.5,2.375,0.992,11523.6,0.5669,11634.3,52.15,1.7863,0.017539,64.74,True,physics_simulated_synthetic
BGW-007,3644.29,585.3,3.268,129.66,31.47,0.75,2915.5,4728.5,2.375,0.983,11476.1,0.48,12088.6,37.08,3.5266,0.032992,44.02,True,physics_simulated_synthetic
BGW-007,76.06,988.8,7.192,109.21,47.09,0.75,2915.5,4728.5,2.375,0.919,11144.9,0.7311,11226.9,70.96,1.1436,0.025808,233.7,True,physics_simulated_synthetic
BGW-007,37016.65,428.3,5.557,134.08,30.3,0.75,2915.5,4728.5,2.375,0.904,11059.5,0.3304,11907.6,14.67,9.118,0.033608,29.5,True,physics_simulated_synthetic
BGW-007,155.79,729.1,3.772,129.2,48.56,0.75,2915.5,4728.5,2.375,0.96,11354.6,0.7475,11589.6,74.15,1.0956,0.03152,156.28,True,physics_simulated_synthetic
BGW-007,6312.0,236.4,4.328,128.42,42.84,0.75,2915.5,4728.5,2.375,0.904,11058.7,0.4309,11679.7,31.94,2.905,0.031574,67.73,True,physics_simulated_synthetic
BGW-007,324.04,304.0,6.933,97.65,31.49,0.75,2915.5,4728.5,2.375,0.981,11473.0,0.6436,11538.8,61.54,2.0269,0.023719,116.82,True,physics_simulated_synthetic
BGW-007,21522.18,665.5,5.693,66.5,56.33,0.75,2915.5,4728.5,2.375,0.923,11156.3,0.3526,11931.3,17.14,4.2063,0.016703,32.55,True,physics_simulated_synthetic
BGW-007,91.72,342.5,5.216,106.81,50.58,0.75,2915.5,4728.5,2.375,0.958,11346.2,0.7542,11293.7,75.8,1.0028,0.025391,190.2,True,physics_simulated_synthetic
BGW-007,6891.37,684.1,6.388,72.01,40.31,0.75,2915.5,4728.5,2.375,0.987,11504.6,0.4066,11752.2,24.57,4.0386,0.017815,40.58,True,physics_simulated_synthetic
BGW-007,227.65,368.6,7.933,97.45,37.97,0.75,2915.5,4728.5,2.375,0.938,11250.3,0.6573,11322.8,65.33,1.5536,0.023225,170.78,True,physics_simulated_synthetic
BGW-007,14965.09,298.0,7.677,132.44,59.86,0.75,2915.5,4728.5,2.375,0.948,11306.8,0.3547,11965.0,18.2,3.739,0.033356,98.62,True,physics_simulated_synthetic
BGW-007,3651.63,935.4,7.605,75.76,56.0,0.75,2915.5,4728.5,2.375,0.96,11360.1,0.4364,11685.9,33.7,2.1079,0.018637,96.83,True,physics_simulated_synthetic
BGW-007,1863.68,957.9,6.086,88.58,30.05,0.75,2915.5,4728.5,2.375,0.983,11482.4,0.5018,11761.1,45.09,2.9542,0.02193,65.05,True,physics_simulated_synthetic
BGW-007,4257.94,752.1,3.894,120.23,30.74,0.75,2915.5,4728.5,2.375,0.905,11059.1,0.4619,11465.7,37.57,3.3791,0.029017,48.15,True,physics_simulated_synthetic
BGW-007,1590.19,242.7,6.319,116.44,50.72,0.75,2915.5,4728.5,2.375,0.975,11443.7,0.5124,11671.8,45.11,1.7363,0.028609,149.92,True,physics_simulated_synthetic
BGW-007,1099.3,661.7,7.235,120.93,48.66,0.75,2915.5,4728.5,2.375,0.965,11396.0,0.5335,11640.7,46.12,1.7656,0.029631,174.85,True,physics_simulated_synthetic
BGW-007,4241.77,405.5,7.122,95.09,39.45,0.75,2915.5,4728.5,2.375,0.953,11326.3,0.4307,11749.3,31.85,3.1831,0.023517,75.77,True,physics_simulated_synthetic
BGW-007,65.27,200.8,7.41,65.67,36.24,0.75,2915.5,4728.5,2.375,0.983,11483.0,0.7338,11560.8,72.57,1.496,0.015981,113.98,True,physics_simulated_synthetic
BGW-007,5547.66,762.9,5.656,134.47,48.38,0.75,2915.5,4728.5,2.375,0.946,11285.5,0.4266,11631.4,31.24,2.6199,0.032923,102.36,True,physics_simulated_synthetic
BGW-007,36503.36,548.5,3.098,137.93,56.37,0.75,2915.5,4728.5,2.375,0.942,11259.9,0.3497,12211.9,11.76,6.271,0.035455,25.22,True,physics_simulated_synthetic
BGW-007,33185.89,735.6,3.225,114.35,45.85,0.75,2915.5,4728.5,2.375,0.974,11428.8,0.3528,12186.9,12.91,7.0059,0.029334,19.44,True,physics_simulated_synthetic
BGW-007,6489.93,1040.3,6.675,113.24,37.73,0.75,2915.5,4728.5,2.375,0.906,11073.8,0.4077,11258.2,31.72,3.2023,0.026835,80.54,True,physics_simulated_synthetic
BGW-007,1202.69,268.8,5.465,93.26,44.62,0.75,2915.5,4728.5,2.375,0.994,11538.9,0.5461,11668.3,50.18,1.7738,0.022905,101.63,True,physics_simulated_synthetic
BGW-007,212.16,1172.4,6.869,103.06,37.94,0.75,2915.5,4728.5,2.375,0.911,11097.5,0.6773,11211.6,65.93,1.5256,0.024322,157.7,True,physics_simulated_synthetic
BGW-007,1109.84,1160.8,3.291,103.42,30.41,0.75,2915.5,4728.5,2.375,0.925,11166.0,0.5809,11526.8,55.61,2.3199,0.025093,51.26,True,physics_simulated_synthetic
BGW-007,306.02,443.8,6.973,133.27,50.03,0.75,2915.5,4728.5,2.375,0.988,11517.1,0.6477,11838.8,63.91,1.2602,0.033211,264.6,True,physics_simulated_synthetic
BGW-007,4310.73,422.8,4.435,69.84,50.47,0.75,2915.5,4728.5,2.375,0.977,11445.2,0.4555,11894.5,37.32,2.1497,0.017486,51.95,True,physics_simulated_synthetic
BGW-007,9087.55,543.9,2.952,94.58,49.86,0.75,2915.5,4728.5,2.375,0.933,11208.6,0.4216,11783.4,28.41,2.832,0.023459,35.21,True,physics_simulated_synthetic
BGW-007,4692.51,850.2,7.105,117.23,40.45,0.75,2915.5,4728.5,2.375,0.956,11344.8,0.4242,11734.7,30.22,3.2676,0.028958,90.67,True,physics_simulated_synthetic
BGW-007,28123.75,684.0,4.78,81.5,37.67,0.75,2915.5,4728.5,2.375,0.987,11502.0,0.3477,12338.4,12.92,8.6318,0.021167,16.88,True,physics_simulated_synthetic
BGW-007,1340.67,214.8,5.179,139.03,34.54,0.75,2915.5,4728.5,2.375,0.956,11341.2,0.54,11507.6,45.85,2.4739,0.033677,101.52,True,physics_simulated_synthetic
BGW-007,13310.99,243.6,4.443,97.57,42.68,0.75,2915.5,4728.5,2.375,0.946,11281.7,0.3864,11842.9,19.64,4.8093,0.024322,32.36,True,physics_simulated_synthetic
BGW-007,952.89,494.5,3.28,78.29,30.08,0.75,2915.5,4728.5,2.375,0.904,11054.6,0.5954,11220.1,58.98,2.1526,0.018491,40.57,True,physics_simulated_synthetic
BGW-007,74.94,868.0,4.184,72.51,51.05,0.75,2915.5,4728.5,2.375,0.914,11104.5,0.7812,11064.6,77.6,0.9506,0.016887,107.03,True,physics_simulated_synthetic
BGW-007,4309.24,727.7,6.909,104.22,47.78,0.75,2915.5,4728.5,2.375,0.945,11283.5,0.4316,11483.0,32.18,2.5414,0.025191,98.61,True,physics_simulated_synthetic
BGW-007,13554.64,359.2,6.336,96.1,33.43,0.75,2915.5,4728.5,2.375,0.921,11150.4,0.3698,11721.1,21.79,5.4778,0.023712,39.49,True,physics_simulated_synthetic
BGW-007,23974.5,588.3,7.899,135.82,44.71,0.75,2915.5,4728.5,2.375,0.977,11463.3,0.3318,12121.3,16.19,5.699,0.034656,69.17,True,physics_simulated_synthetic
BGW-007,558.45,220.4,7.012,85.93,42.59,0.75,2915.5,4728.5,2.375,0.933,11215.2,0.5957,11182.6,59.88,1.4925,0.020227,136.85,True,physics_simulated_synthetic
BGW-007,12504.95,283.5,6.696,119.17,33.63,0.75,2915.5,4728.5,2.375,0.908,11085.8,0.3711,11870.7,19.72,6.0935,0.029777,47.12,True,physics_simulated_synthetic
BGW-007,2853.01,1159.4,7.338,73.74,31.64,0.75,2915.5,4728.5,2.375,0.936,11234.1,0.4563,11567.0,39.1,3.1829,0.017954,59.61,True,physics_simulated_synthetic
BGW-007,487.54,617.7,5.79,127.88,59.31,0.75,2915.5,4728.5,2.375,0.938,11243.5,0.6238,11525.7,61.52,1.075,0.031026,240.62,True,physics_simulated_synthetic
BGW-007,11800.44,288.8,2.974,106.22,48.16,0.75,2915.5,4728.5,2.375,0.994,11534.7,0.4062,12139.8,25.09,3.4197,0.027143,33.99,True,physics_simulated_synthetic
BGW-007,26334.39,850.0,7.725,97.61,49.22,0.75,2915.5,4728.5,2.375,0.963,11378.9,0.3291,12152.3,9.52,8.8253,0.024969,31.47,True,physics_simulated_synthetic
BGW-007,243.67,897.1,7.673,123.91,56.46,0.75,2915.5,4728.5,2.375,0.964,11392.0,0.6559,11460.7,63.47,1.0886,0.029893,303.38,True,physics_simulated_synthetic
BGW-007,39480.64,752.2,3.773,85.74,32.61,0.75,2915.5,4728.5,2.375,0.948,11289.4,0.3411,12133.6,11.57,10.9464,0.021898,10.87,True,physics_simulated_synthetic
BGW-007,10006.5,641.0,5.107,113.1,51.2,0.75,2915.5,4728.5,2.375,0.981,11470.4,0.3962,11984.2,26.18,3.0437,0.028532,68.94,True,physics_simulated_synthetic
BGW-007,9569.55,352.5,5.182,111.01,49.78,0.75,2915.5,4728.5,2.375,0.908,11080.8,0.398,11585.7,24.75,3.2013,0.027072,63.1,True,physics_simulated_synthetic
BGW-007,16377.38,801.1,3.797,131.08,57.01,0.75,2915.5,4728.5,2.375,0.916,11120.0,0.3812,11504.4,21.27,3.229,0.031742,53.75,True,physics_simulated_synthetic
BGW-008,22568.64,245.7,3.864,111.84,50.75,1.0,4698.3,3128.8,2.875,0.955,19521.8,0.3629,20658.9,18.63,7.437,0.048634,36.39,True,physics_simulated_synthetic
BGW-008,157.79,1179.7,7.769,117.49,43.1,1.0,4698.3,3128.8,2.875,0.979,19586.0,0.6773,19641.5,66.07,2.3473,0.048577,231.51,True,physics_simulated_synthetic
BGW-008,6864.73,706.1,6.253,69.96,52.14,1.0,4698.3,3128.8,2.875,0.984,19577.6,0.4044,20242.4,26.92,4.9091,0.029808,54.67,True,physics_simulated_synthetic
BGW-008,145.33,1151.7,2.666,143.68,58.96,1.0,4698.3,3128.8,2.875,0.923,19461.0,0.7683,19436.6,75.54,1.4853,0.058784,151.93,True,physics_simulated_synthetic
BGW-008,8530.67,811.4,3.397,140.85,54.12,1.0,4698.3,3128.8,2.875,0.958,19527.2,0.419,20550.2,29.17,4.4299,0.06093,67.28,True,physics_simulated_synthetic
BGW-008,2158.42,879.7,6.159,109.47,36.75,1.0,4698.3,3128.8,2.875,0.975,19566.6,0.485,19961.8,43.65,4.235,0.045998,96.33,True,physics_simulated_synthetic
BGW-008,6147.93,248.7,7.295,64.05,46.92,1.0,4698.3,3128.8,2.875,0.945,19510.5,0.4016,20268.5,27.83,5.2822,0.027325,54.34,True,physics_simulated_synthetic
BGW-008,3629.77,882.7,7.544,138.21,55.91,1.0,4698.3,3128.8,2.875,0.987,19605.4,0.4328,20191.2,32.97,3.7285,0.058741,171.16,True,physics_simulated_synthetic
BGW-008,22552.29,828.0,6.966,119.56,55.57,1.0,4698.3,3128.8,2.875,0.923,19480.9,0.3378,20805.9,15.66,8.138,0.05236,64.54,True,physics_simulated_synthetic
BGW-008,503.27,419.3,6.531,100.41,41.99,1.0,4698.3,3128.8,2.875,0.947,19516.8,0.6055,19630.6,56.64,2.8096,0.041493,138.89,True,physics_simulated_synthetic
BGW-008,10652.95,265.4,3.713,103.47,34.85,1.0,4698.3,3128.8,2.875,0.939,19491.1,0.4029,20503.7,26.52,7.5506,0.044657,31.62,True,physics_simulated_synthetic
BGW-008,879.63,736.7,4.19,102.5,57.72,1.0,4698.3,3128.8,2.875,0.936,19486.8,0.5871,19859.6,53.71,2.1805,0.042847,118.55,True,physics_simulated_synthetic
BGW-008,3692.4,341.9,6.531,97.36,39.2,1.0,4698.3,3128.8,2.875,0.956,19532.8,0.4416,19996.2,34.99,4.9613,0.040981,77.69,True,physics_simulated_synthetic
BGW-008,1886.3,1142.1,3.906,108.06,30.59,1.0,4698.3,3128.8,2.875,0.998,19597.6,0.5225,19865.7,42.91,5.151,0.045187,49.34,True,physics_simulated_synthetic
BGW-008,2753.58,738.7,7.741,128.12,34.15,1.0,4698.3,3128.8,2.875,0.992,19613.5,0.4502,20103.0,38.54,5.1981,0.054216,116.26,True,physics_simulated_synthetic
BGW-008,79.05,1004.1,5.756,95.33,44.6,1.0,4698.3,3128.8,2.875,0.936,19492.1,0.746,19475.4,75.54,1.9676,0.039082,164.64,True,physics_simulated_synthetic
BGW-008,291.77,397.5,4.422,92.65,54.59,1.0,4698.3,3128.8,2.875,0.921,19459.5,0.6842,19413.7,64.13,1.8872,0.037861,127.75,True,physics_simulated_synthetic
BGW-008,90.36,1135.5,7.266,94.95,44.51,1.0,4698.3,3128.8,2.875,0.974,19568.2,0.7152,19561.0,69.9,2.14,0.039097,191.16,True,physics_simulated_synthetic
BGW-008,75.53,309.3,3.236,65.25,33.8,1.0,4698.3,3128.8,2.875,0.936,19480.9,0.794,19422.3,79.23,2.4685,0.026675,50.36,True,physics_simulated_synthetic
BGW-008,11724.93,214.8,7.083,76.34,33.79,1.0,4698.3,3128.8,2.875,0.927,19479.2,0.3677,20414.1,20.0,10.2818,0.032805,32.54,True,physics_simulated_synthetic
BGW-008,5758.02,511.1,6.754,123.18,54.88,1.0,4698.3,3128.8,2.875,0.927,19487.4,0.4104,20152.5,28.44,4.3945,0.052255,115.65,True,physics_simulated_synthetic
BGW-008,471.93,684.0,7.255,88.24,55.8,1.0,4698.3,3128.8,2.875,0.96,19542.9,0.6013,19604.7,60.7,1.9704,0.036414,193.06,True,physics_simulated_synthetic
BGW-008,26566.39,1016.1,7.544,89.03,41.88,1.0,4698.3,3128.8,2.875,0.975,19571.5,0.3266,20764.8,12.44,13.5641,0.038916,31.17,True,physics_simulated_synthetic
BGW-008,7352.98,1084.1,3.026,105.24,31.34,1.0,4698.3,3128.8,2.875,0.967,19539.2,0.432,20302.6,29.66,7.434,0.044977,26.36,True,physics_simulated_synthetic
BGW-008,110.75,280.2,3.569,65.66,39.2,1.0,4698.3,3128.8,2.875,0.963,19530.6,0.7682,19461.0,76.65,2.2044,0.026899,62.72,True,physics_simulated_synthetic
BGW-008,784.25,573.4,4.84,88.91,48.73,1.0,4698.3,3128.8,2.875,0.902,19426.7,0.5887,19714.6,52.7,2.6132,0.036898,98.41,True,physics_simulated_synthetic
BGW-008,222.64,361.8,7.772,78.38,47.81,1.0,4698.3,3128.8,2.875,0.936,19499.0,0.6541,19617.4,63.54,2.1981,0.032366,164.8,True,physics_simulated_synthetic
BGW-008,108.62,938.5,3.169,133.2,36.25,1.0,4698.3,3128.8,2.875,0.969,19544.6,0.7768,19469.2,75.92,2.4079,0.054587,103.44,True,physics_simulated_synthetic
BGW-008,1372.68,706.0,4.521,103.73,48.51,1.0,4698.3,3128.8,2.875,0.925,19468.3,0.5422,19759.0,51.44,2.695,0.043142,104.21,True,physics_simulated_synthetic
BGW-008,4988.15,341.4,6.927,114.26,35.78,1.0,4698.3,3128.8,2.875,0.908,19453.2,0.4178,20131.1,30.33,6.3134,0.048419,76.5,True,physics_simulated_synthetic
BGW-008,611.92,973.6,5.535,122.62,32.3,1.0,4698.3,3128.8,2.875,0.919,19464.7,0.6018,19737.5,57.63,3.6087,0.050947,112.53,True,physics_simulated_synthetic
BGW-008,3517.83,419.2,6.877,118.63,43.48,1.0,4698.3,3128.8,2.875,0.987,19594.7,0.4415,20278.1,36.46,4.3532,0.050638,115.18,True,physics_simulated_synthetic
BGW-008,131.88,1025.3,2.535,99.49,36.17,1.0,4698.3,3128.8,2.875,0.982,19564.1,0.7772,19536.6,77.02,2.3873,0.040914,62.57,True,physics_simulated_synthetic
BGW-008,419.03,641.3,3.336,70.72,56.66,1.0,4698.3,3128.8,2.875,0.936,19482.9,0.6697,19610.1,67.04,1.7573,0.029191,79.8,True,physics_simulated_synthetic
BGW-008,83.86,496.8,4.337,68.09,57.35,1.0,4698.3,3128.8,2.875,0.953,19515.5,0.7685,19276.8,78.3,1.4611,0.027627,118.08,True,physics_simulated_synthetic
BGW-008,2088.11,1050.5,7.113,118.96,58.34,1.0,4698.3,3128.8,2.875,0.909,19456.9,0.4773,20057.5,42.84,2.7317,0.050227,188.34,True,physics_simulated_synthetic
BGW-008,172.36,1145.6,6.906,95.07,37.64,1.0,4698.3,3128.8,2.875,0.973,19565.5,0.6846,19467.8,67.97,2.59,0.03896,149.58,True,physics_simulated_synthetic
BGW-008,12510.89,1118.9,3.952,90.06,55.54,1.0,4698.3,3128.8,2.875,1.0,19600.1,0.3917,20636.0,22.29,5.6737,0.03912,39.24,True,physics_simulated_synthetic
BGW-008,9361.44,349.4,3.395,121.7,32.7,1.0,4698.3,3128.8,2.875,0.961,19530.5,0.4135,20396.7,25.55,8.3083,0.05225,30.75,True,physics_simulated_synthetic
BGW-008,5125.57,324.4,3.005,106.18,57.03,1.0,4698.3,3128.8,2.875,0.983,19568.6,0.4561,20084.8,33.43,3.5852,0.044891,54.17,True,physics_simulated_synthetic
BGW-008,75.47,1152.6,2.813,143.47,50.85,1.0,4698.3,3128.8,2.875,0.912,19440.5,0.8023,19884.0,81.43,1.6347,0.060051,148.81,True,physics_simulated_synthetic
BGW-008,12984.05,1116.4,3.924,121.56,44.22,1.0,4698.3,3128.8,2.875,0.915,19450.3,0.39,20665.5,24.48,6.498,0.052879,45.98,True,physics_simulated_synthetic
BGW-008,246.05,777.1,4.491,122.15,48.05,1.0,4698.3,3128.8,2.875,0.987,19581.7,0.697,19500.7,68.74,2.0098,0.050141,161.36,True,physics_simulated_synthetic
BGW-008,11122.92,571.5,4.646,136.66,46.32,1.0,4698.3,3128.8,2.875,0.927,19476.7,0.3917,20402.9,23.13,6.4827,0.058692,60.57,True,physics_simulated_synthetic
BGW-008,860.52,813.4,2.825,87.81,42.87,1.0,4698.3,3128.8,2.875,0.967,19538.4,0.6089,19672.2,56.21,2.7791,0.036362,53.22,True,physics_simulated_synthetic
BGW-008,4493.92,1084.6,2.951,87.73,32.84,1.0,4698.3,3128.8,2.875,0.925,19463.2,0.466,20017.2,38.59,5.3762,0.036964,29.22,True,physics_simulated_synthetic
BGW-008,7540.86,1014.7,6.736,135.23,49.77,1.0,4698.3,3128.8,2.875,0.915,19469.0,0.3946,20357.1,28.26,4.9253,0.057949,114.12,True,physics_simulated_synthetic
BGW-008,841.14,1131.0,7.056,120.86,53.68,1.0,4698.3,3128.8,2.875,0.99,19602.4,0.5534,19834.7,51.74,2.431,0.050463,210.92,True,physics_simulated_synthetic
BGW-008,134.36,428.6,2.947,142.63,54.96,1.0,4698.3,3128.8,2.875,0.917,19450.2,0.7682,19671.6,74.62,1.6328,0.059062,153.52,True,physics_simulated_synthetic
BGW-008,4778.36,830.2,7.345,76.46,49.25,1.0,4698.3,3128.8,2.875,0.978,19572.8,0.4167,20241.4,30.68,4.5605,0.032578,75.56,True,physics_simulated_synthetic
BGW-008,402.92,338.6,2.851,94.79,45.71,1.0,4698.3,3128.8,2.875,0.929,19469.6,0.6814,19572.6,66.43,2.1942,0.039055,73.08,True,physics_simulated_synthetic
BGW-008,351.05,898.3,6.903,85.86,32.55,1.0,4698.3,3128.8,2.875,0.913,19454.3,0.6312,19503.4,60.93,3.3474,0.035249,104.67,True,physics_simulated_synthetic
BGW-008,427.79,305.2,4.647,123.52,37.12,1.0,4698.3,3128.8,2.875,0.909,19442.8,0.6472,19518.6,63.55,2.816,0.050748,120.59,True,physics_simulated_synthetic
BGW-008,701.33,602.5,7.042,76.68,42.83,1.0,4698.3,3128.8,2.875,0.904,19438.5,0.5696,19481.6,51.04,3.033,0.031444,105.13,True,physics_simulated_synthetic
BGW-008,26595.73,668.7,3.677,81.06,53.91,1.0,4698.3,3128.8,2.875,0.996,19592.5,0.357,20853.3,16.79,7.8415,0.035583,24.03,True,physics_simulated_synthetic
BGW-008,63.06,915.3,7.373,105.32,41.99,1.0,4698.3,3128.8,2.875,0.972,19567.3,0.7281,19440.9,70.41,2.2383,0.043098,204.42,True,physics_simulated_synthetic
BGW-008,1489.64,232.1,6.749,118.43,56.98,1.0,4698.3,3128.8,2.875,0.933,19496.5,0.5083,20028.6,47.96,2.495,0.04993,194.47,True,physics_simulated_synthetic
BGW-008,117.98,1154.7,4.014,84.37,52.57,1.0,4698.3,3128.8,2.875,0.974,19553.1,0.7564,19631.7,75.08,1.6931,0.034863,119.03,True,physics_simulated_synthetic
BGW-008,99.45,537.7,7.444,80.36,57.01,1.0,4698.3,3128.8,2.875,0.972,19562.3,0.7078,19547.4,71.03,1.6433,0.033067,215.7,True,physics_simulated_synthetic
BGW-008,6971.63,1151.6,7.505,105.58,35.14,1.0,4698.3,3128.8,2.875,0.911,19460.9,0.3923,20242.4,27.63,7.0967,0.044988,68.51,True,physics_simulated_synthetic
BGW-008,8204.42,502.5,3.398,84.08,52.89,1.0,4698.3,3128.8,2.875,0.952,19513.0,0.4213,20360.4,25.94,5.0512,0.036035,34.91,True,physics_simulated_synthetic
BGW-008,394.08,866.1,4.38,134.49,49.12,1.0,4698.3,3128.8,2.875,0.97,19552.4,0.6587,19624.5,61.08,2.2262,0.055558,157.41,True,physics_simulated_synthetic
BGW-008,326.15,359.1,3.727,68.3,43.0,1.0,4698.3,3128.8,2.875,0.989,19578.0,0.686,19823.3,66.62,2.3557,0.0285,64.93,True,physics_simulated_synthetic
BGW-008,10439.85,1040.1,6.484,69.88,59.03,1.0,4698.3,3128.8,2.875,0.938,19494.8,0.3787,20479.3,23.2,5.09,0.030124,55.26,True,physics_simulated_synthetic
BGW-008,4796.44,691.6,2.579,87.11,51.18,1.0,4698.3,3128.8,2.875,0.937,19483.8,0.4656,20320.5,35.77,3.7778,0.037261,36.63,True,physics_simulated_synthetic
BGW-008,2429.67,842.3,4.544,114.28,51.99,1.0,4698.3,3128.8,2.875,0.963,19538.5,0.494,19898.7,41.1,3.1698,0.047869,98.81,True,physics_simulated_synthetic
BGW-008,100.86,531.5,5.223,119.03,49.26,1.0,4698.3,3128.8,2.875,0.998,19604.5,0.7436,19621.7,75.88,1.7869,0.049164,206.94,True,physics_simulated_synthetic
BGW-008,7075.06,1022.4,4.909,102.26,39.12,1.0,4698.3,3128.8,2.875,0.992,19591.5,0.4153,20629.2,28.75,6.2434,0.044406,50.27,True,physics_simulated_synthetic
BGW-008,118.93,248.4,6.008,106.62,55.52,1.0,4698.3,3128.8,2.875,0.904,19438.5,0.7215,19378.0,70.35,1.6886,0.043489,222.82,True,physics_simulated_synthetic
BGW-008,91.41,284.9,3.369,73.36,30.26,1.0,4698.3,3128.8,2.875,0.999,19595.0,0.7823,19616.3,77.11,2.8616,0.030291,51.36,True,physics_simulated_synthetic
BGW-008,593.31,386.2,2.683,88.28,34.98,1.0,4698.3,3128.8,2.875,0.951,19508.9,0.6472,19639.3,62.65,3.0505,0.036497,46.23,True,physics_simulated_synthetic
BGW-008,2061.4,397.3,3.554,79.56,47.77,1.0,4698.3,3128.8,2.875,0.919,19452.4,0.5194,19767.8,44.6,3.1581,0.033105,53.65,True,physics_simulated_synthetic
BGW-008,8372.68,375.6,3.077,140.44,46.81,1.0,4698.3,3128.8,2.875,0.914,19446.6,0.4234,20364.5,28.79,5.1442,0.060202,51.86,True,physics_simulated_synthetic
BGW-008,278.19,383.5,7.177,82.24,48.16,1.0,4698.3,3128.8,2.875,0.902,19435.1,0.646,19556.8,62.76,2.2022,0.033854,158.87,True,physics_simulated_synthetic
BGW-008,221.17,684.0,5.944,131.98,38.47,1.0,4698.3,3128.8,2.875,0.974,19568.0,0.682,19711.5,66.58,2.6193,0.054763,178.94,True,physics_simulated_synthetic
BGW-008,2003.41,694.3,4.422,70.62,50.94,1.0,4698.3,3128.8,2.875,0.904,19427.7,0.5111,19813.7,45.1,2.9354,0.029454,63.89,True,physics_simulated_synthetic
